diagnostic_name,component,tablegen_message,test_reachable,emission_context_available
err_module_odr_violation_referenced_protocols,AST,%q0 has different definitions in different modules; first difference is %select{definition in module '%2'|defined here}1 found %select{%4 referenced %plural{1:protocol|:protocols}4|%ordinal4 referenced protocol with name %5}3,false,true
err_module_odr_violation_template_parameter,AST,%q0 has different definitions in different modules; first difference is %select{definition in module '%2'|defined here}1 found %select{unnamed template parameter|template parameter %5|template parameter with %select{no |}4default argument|template parameter with default argument}3,false,true
err_module_odr_violation_typedef,AST,%q0 has different definitions in different modules; first difference is %select{definition in module '%2'|defined here}1 found %select{%select{typedef|type alias}4 name %5|%select{typedef|type alias}4 %5 with underlying type %6}3,false,true
err_module_odr_violation_variable,AST,%q0 has different definitions in different modules; first difference is %select{definition in module '%2'|defined here}1 found %select{data member with name %4|data member %4 with type %5|data member %4 with%select{out|}5 an initializer|data member %4 with an initializer|data member %4 %select{is constexpr|is not constexpr}5}3,false,true
err_module_prebuilt,Common,error in loading module '%0' from prebuilt module path,false,true
err_module_private_local_class,Sema,local %select{struct|interface|union|class|enum}0 cannot be declared __module_private__,false,true
err_module_private_specialization,Sema,%select{template|partial|member}0 specialization cannot be declared __module_private__,false,true
err_module_rebuild_finalized,Common,cannot rebuild module '%0' as it is already finalized,false,true
err_module_redeclaration,Sema,translation unit contains multiple module declarations,true,true
err_module_redefinition,Sema,redefinition of module '%0',false,true
err_module_self_import,Sema,import of module '%0' appears within same top-level module '%1',true,true
err_module_self_import_cxx20,Sema,import of module '%0' appears within its own %select{interface|implementation}1,true,true
err_module_shadowed,Common,import of shadowed module '%0',false,true
err_module_unable_to_hash_content,Serialization,failed to hash content for '%0' because memory buffer cannot be retrieved,false,true
err_module_unavailable,Common,module '%0' %select{is incompatible with|requires}1 feature '%2',true,true
err_module_unimported_use,Sema,%select{declaration|definition|default argument|explicit specialization|partial specialization}0 of %1 must be imported from module '%2' before it is required,true,true
err_module_unimported_use_header,Sema,%select{missing '#include'|missing '#include %3'}2; %select{||default argument of |explicit specialization of |partial specialization of }0%1 must be %select{declared|defined|defined|declared|declared}0 before it is used,false,true
err_module_unimported_use_multiple,Sema,%select{declaration|definition|default argument|explicit specialization|partial specialization}0 of %1 must be imported from one of the following modules before it is required:%2,false,true
err_modules_embed_file_not_found,Frontend,file '%0' specified by '-fmodules-embed-file=' not found,true,true
err_more_than_one_library,InstallAPI,more than one framework/dynamic library found,false,true
err_ms___leave_not_in___try,Sema,'__leave' statement not in __try block,true,true
err_ms_asm_bitfield_unsupported,Common,an inline asm block cannot have an operand which is a bit-field,false,true
err_ms_constexpr_cannot_be_applied,Sema,attribute 'msvc::constexpr' cannot be applied to the %select{constexpr|consteval|virtual}0 function %1,false,true
err_ms_declspec_type,Parse,__declspec attributes must be an identifier or string literal,false,true
err_ms_property_duplicate_accessor,Parse,property declaration specifies '%0' accessor twice,false,true
err_ms_property_expected_accessor_name,Parse,expected name of accessor method,false,true
err_ms_property_expected_comma_or_rparen,Parse,"expected ',' or ')' at end of property accessor list",false,true
err_ms_property_expected_equal,Parse,expected '=' after '%0',false,true
err_ms_property_has_set_accessor,Parse,"putter for property must be specified as 'put', not 'set'",false,true
err_ms_property_initializer,Parse,property declaration cannot have a default member initializer,false,true
err_ms_property_missing_accessor_kind,Parse,missing 'get=' or 'put=',false,true
err_ms_property_no_getter_or_putter,Parse,property does not specify a getter or a putter,false,true
err_ms_property_unknown_accessor,Parse,expected 'get' or 'put' in property declaration,false,true
err_msasm_unable_to_create_target,Parse,MS-style inline assembly is not available: %0,false,true
err_msasm_unsupported_arch,Parse,unsupported architecture '%0' for MS-style inline assembly,true,true
err_msvc_annotation_wide_str,Sema,arguments to __annotation must be wide string constants,false,true
err_multiple_base_initialization,Sema,multiple initializations given for base %0,false,true
err_multiple_decl_in_different_modules,Sema,declaration %0 attached to named module '%1' cannot be attached to other modules,false,true
err_multiple_def_index,CrossTU,multiple definitions are found for the same key in index ,false,true
err_multiple_final_overriders,Sema,virtual function %q0 has more than one final overrider in %1,true,true
err_multiversion_after_used,Sema,function declaration cannot become a multiversioned function after first usage,false,true
err_multiversion_diff,Sema,multiversioned function declaration has a different %select{calling convention|return type|constexpr specification|inline specification|linkage|language linkage}0,true,true
err_multiversion_disallowed_other_attr,Sema,attribute '%select{|target|cpu_specific|cpu_dispatch|target_clones|target_version}0' multiversioning cannot be combined with attribute %1,false,true
err_multiversion_doesnt_support,Sema,attribute '%select{|target|cpu_specific|cpu_dispatch|target_clones|target_version}0' multiversioned functions do not yet support %select{function templates|virtual functions|deduced return types|constructors|destructors|deleted functions|defaulted functions|constexpr functions|consteval function|lambdas}1,true,true
err_multiversion_duplicate,Sema,multiversioned function redeclarations require identical target attributes,false,true
err_multiversion_noproto,Sema,multiversioned function must have a prototype,true,true
err_multiversion_not_supported,Sema,function multiversioning is not supported on the current target,true,true
err_multiversion_required_in_redecl,Sema,function declaration is missing %select{'target'|'cpu_specific' or 'cpu_dispatch'|'target_version'}0 attribute in a multiversioned function,true,true
err_multiversion_types_mixed,Sema,multiversioning attributes cannot be combined,false,true
err_musttail_callconv_mismatch,Sema,cannot perform a tail call to function%select{| %1}0 because it uses an incompatible calling convention,false,true
err_musttail_forbidden_from_this_context,Sema,%0 attribute cannot be used from %select{a block|an Objective-C function|this context}1,true,true
err_musttail_member_mismatch,Sema,%select{non-member|static member|non-static member}0 function cannot perform a tail call to %select{non-member|static member|non-static member|pointer-to-member}1 function%select{| %3}2,false,true
err_musttail_mismatch,Sema,cannot perform a tail call to function%select{| %1}0 because its signature is incompatible with the calling function,true,true
err_musttail_needs_call,Sema,%0 attribute requires that the return value is the result of a function call,false,true
err_musttail_needs_trivial_args,Sema,"tail call requires that the return value, all parameters, and any temporaries created by the expression are trivially destructible",false,true
err_musttail_no_return,Sema,%0 attribute may not be used with no-return-attribute functions,true,true
err_musttail_no_variadic,Sema,%0 attribute may not be used with variadic functions,false,true
err_musttail_scope,Sema,cannot perform a tail call from this return statement,false,true
err_musttail_structors_forbidden,Sema,cannot perform a tail call %select{from|to}0 a %select{constructor|destructor}1,false,true
err_mutable_const,Sema,'mutable' and 'const' cannot be mixed,true,true
err_mutable_function,Sema,'mutable' cannot be applied to functions,false,true
err_need_header_before_placement_new,Sema,no matching %0 function for non-allocating placement new expression; include <new>,false,true
err_nested_name_member_ref_lookup_ambiguous,Sema,lookup of %0 in member access expression is ambiguous,true,true
err_nested_name_spec_is_not_class,Sema,"%0 cannot appear before '::' because it is not a class%select{ or namespace|, namespace, or enumeration}1; did you mean ':'?",false,true
err_nested_pointer_qualifier_mismatch,Sema,"%select{%diff{assigning to $ from $|assigning to different types}0,1|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 discards qualifiers in nested pointer types",true,true
err_new_abi_tag_on_redeclaration,Sema,'abi_tag' %0 missing in original declaration,true,true
err_new_array_nonconst,Sema,only the first dimension of an allocated array may have dynamic size,false,true
err_new_array_size_unknown_from_init,Sema,cannot determine allocated array size from initializer,true,true
err_new_incomplete_or_sizeless_type,Sema,allocation of %select{incomplete|sizeless}0 type %1,false,true
err_no_accessor_for_property,Sema,no %select{getter|setter}0 defined for property %1,false,true
err_no_base_classes,Sema,"invalid use of '__super', %0 has no base classes",false,true
err_no_default_vtable_pointer_auth,Sema,cannot specify a default vtable pointer authentication %select{key|address discrimination mode|discriminator}0 with no default set,false,true
err_no_dynamic_cast_with_fno_rtti,Sema,use of dynamic_cast requires -frtti,false,true
err_no_external_assembler,Driver,there is no external assembler that can be used on this platform,false,true
err_no_install_name,InstallAPI,no install name specified: add -install_name <path>,false,true
err_no_matching_local_friend_suggest,Sema,cannot define friend function %0 in a local class definition; did you mean %3?,false,true
err_no_matching_param,Parse,parameter named %0 is missing,false,true
err_no_matching_target,InstallAPI,no matching target found for target variant '%0',false,true
err_no_member_overloaded_arrow,Sema,no member named %0 in %1; did you mean to use '->' instead of '.'?,false,true
err_no_nsconstant_string_class,Sema,cannot find interface declaration for %0,false,true
err_no_output_file,InstallAPI,no output file specified,false,true
err_no_submodule,Frontend,no submodule named %0 in module '%1',true,true
err_no_submodule_suggest,Frontend,no submodule named %0 in module '%1'; did you mean '%2'?,false,true
err_no_subobject_property_setting,Sema,expression is not assignable,false,true
err_no_such_header_file,InstallAPI,no such %select{public|private|project}1 header file: '%0',false,true
err_no_such_umbrella_header_file,InstallAPI,%select{public|private|project}1 umbrella header file not found in input: '%0',false,true
err_no_suitable_delete_member_function_found,Sema,no suitable member %0 in %1,true,true
err_no_super_class_message,Sema,no @interface declaration found in class messaging of %0,false,true
err_no_twolevel_namespace,InstallAPI,flat namespace libraries are not supported,false,true
err_no_viable_destructor,Sema,no viable destructor found for class %0,true,true
err_nogetter_property_compound_assignment,Sema,a getter method is needed to perform a compound assignment on a property,false,true
err_nogetter_property_incdec,Sema,no getter method %1 for %select{increment|decrement}0 of property,true,true
err_non_c_like_anon_struct_in_typedef,Sema,anonymous non-C-compatible type given name for linkage purposes by %select{typedef|alias}0 declaration after its linkage was computed; add a tag name here to establish linkage prior to definition,false,true
err_non_consteval_override,Sema,non-consteval function %0 cannot override a consteval function,false,true
err_non_deduced_mismatch,Sema,"could not match %diff{$ against $|types}0,1",false,true
err_non_default_visibility_dllimport,Frontend,non-default visibility cannot be applied to 'dllimport' declaration,false,true
err_non_designated_init_used,Sema,a randomized struct can only be initialized with a designated initializer,true,true
err_non_first_default_compare_deletes,Sema,defaulting %select{this %sub{select_defaulted_comparison_kind}1|the corresponding implicit 'operator==' for this defaulted 'operator<=>'}0 would delete it after its first declaration,false,true
err_non_first_default_compare_in_class,Sema,defaulting this %sub{select_defaulted_comparison_kind}0 is not allowed because it was already declared outside the class,false,true
err_non_local_variable_decl_in_for,Sema,declaration of non-local variable in 'for' loop,false,true
err_non_polymorphic_vtable_pointer_auth,Sema,cannot set vtable pointer authentication on monomorphic type %0,false,true
err_non_temp_spec_requires_clause,Sema,%select{explicit|friend}0 specialization cannot have a trailing requires clause unless it declares a function template,false,true
err_non_template_in_member_template_id_suggest,Sema,member %0 of %1 is not a template; did you mean %select{|simply }2%3?,false,true
err_non_template_in_template_id_suggest,Sema,%0 does not name a template but is followed by template arguments; did you mean %1?,true,true
err_non_top_level_vtable_pointer_auth,Sema,cannot set vtable pointer authentication on %0 which is a subclass of polymorphic type %1,false,true
err_non_trivial_c_union_in_invalid_context,Sema,cannot %select{use type %1 for a function/method parameter|use type %1 for function/method return|default-initialize an object of type %1|declare an automatic variable of type %1|copy-initialize an object of type %1|assign to a variable of type %1|construct an automatic compound literal of type %1|capture a variable of type %1|cannot use volatile type %1 where it causes an lvalue-to-rvalue conversion}3 since it %select{contains|is}2 a union that is non-trivial to %select{default-initialize|destruct|copy}0,false,true
err_non_type_template_arg_addr_label_diff,Sema,template argument / label address difference / what did you expect?,false,true
err_non_type_template_parm_type_deduction_failure,Sema,non-type template parameter %0 with type %1 has incompatible initializer of type %2,false,true
err_non_variable_decl_in_for,Sema,non-variable declaration in 'for' loop,false,true
err_non_virtual_pure,Sema,%0 is not virtual and cannot be declared pure,true,true
err_nonfunction_block_type,Sema,block pointer to non-function type is invalid,false,true
err_nontemporal_builtin_must_be_pointer,Sema,address argument to nontemporal builtin must be a pointer (%0 invalid),false,true
err_nontemporal_builtin_must_be_pointer_intfltptr_or_vector,Sema,"address argument to nontemporal builtin must be a pointer to integer, float, pointer, or a vector of such types (%0 invalid)",false,true
err_noreturn_has_return_expr,Sema,%select{function|block|lambda|coroutine}0 declared 'noreturn' should not return,true,true
err_noreturn_non_function,Sema,'_Noreturn' can only appear on functions,false,true
err_nosetter_property_assignment,Sema,%select{assignment to readonly property|no setter method %1 for assignment to property}0,true,true
err_nosetter_property_incdec,Sema,%select{%select{increment|decrement}1 of readonly property|no setter method %2 for %select{increment|decrement}1 of property}0,false,true
err_not_class_template_specialization,Sema,cannot specialize a %select{dependent template|template template parameter}0,false,true
err_not_found_by_two_phase_lookup,Sema,call to function %0 that is neither visible in the template definition nor found by argument-dependent lookup,true,true
err_not_integral_type_anon_bitfield,Sema,anonymous bit-field has non-integral type %0,false,true
err_ns_attribute_wrong_parameter_type,Sema,%0 attribute only applies to %select{Objective-C object|pointer|pointer-to-CF-pointer}1 parameters,false,true
err_nsconsumed_attribute_mismatch,Sema,overriding method has mismatched ns_consumed attribute on its parameter,false,true
err_nserrordomain_invalid_decl,Sema,domain argument %select{|%1 }0does not refer to global constant,false,true
err_nserrordomain_wrong_type,Sema,domain argument %0 does not point to an NSString or CFString constant,false,false
err_nsnumber_nonliteral_unary,Parse,@%0 must be followed by a number to form an NSNumber object,false,true
err_nsobject_attribute,Sema,'NSObject' attribute is for pointer types only,false,true
err_nsreturns_retained_attribute_mismatch,Sema,overriding method has mismatched ns_returns_%select{not_retained|retained}0 attributes,false,true
err_nullability_conflicting,Common,nullability specifier %0 conflicts with existing specifier %1,true,true
err_nullability_cs_multilevel,Sema,nullability keyword %0 cannot be applied to multi-level pointer type %1,false,true
err_nullptr_cast,Sema,cannot cast an object of type %select{'nullptr_t' to %1|%1 to 'nullptr_t'}0,false,true
err_objc_array_of_interfaces,Sema,array of interface %0 is invalid (probably should be an array of pointers),false,true
err_objc_attr_not_id,Sema,parameter of %0 attribute must be a single name of an Objective-C %select{class|protocol}1,true,true
err_objc_attr_protocol_requires_definition,Sema,"attribute %0 can only be applied to @protocol definitions, not forward declarations",false,true
err_objc_attr_typedef_not_id,Sema,parameter of %0 attribute must be 'id' when used on a typedef,false,true
err_objc_attr_typedef_not_void_pointer,Sema,'objc_bridge(id)' is only allowed on structs and typedefs of void pointers,false,true
err_objc_bridged_related_invalid_class,Sema,could not find Objective-C class %0 to convert %1 to %2,false,true
err_objc_bridged_related_invalid_class_name,Sema,%0 must be name of an Objective-C class to be able to convert %1 to %2,false,true
err_objc_bridged_related_known_method,Sema,%0 must be explicitly converted to %1; use %select{%objcclass2|%objcinstance2}3 method for this conversion,true,true
err_objc_cf_bridged_not_interface,Sema,"CF object of type %0 is bridged to %1, which is not an Objective-C class",false,true
err_objc_concat_string,Parse,unexpected token after Objective-C string,true,true
err_objc_decls_may_only_appear_in_global_scope,Sema,Objective-C declarations may only appear in global scope,true,true
err_objc_direct_duplicate_decl,Sema,%select{|direct }0%select{method|property}1 declaration conflicts with previous %select{|direct }2declaration of %select{method|property}1 %3,false,true
err_objc_direct_dynamic_property,Sema,direct property cannot be @dynamic,false,true
err_objc_direct_impl_decl_mismatch,Sema,direct method was declared in %select{the primary interface|an extension|a category}0 but is implemented in %select{the primary interface|a category|a different category}1,false,true
err_objc_direct_missing_on_decl,Sema,direct method implementation was previously declared not direct,false,true
err_objc_direct_on_override,Sema,methods that %select{override superclass methods|implement protocol requirements}0 cannot be direct,false,true
err_objc_direct_on_protocol,Sema,'objc_direct' attribute cannot be applied to %select{methods|properties}0 declared in an Objective-C protocol,true,true
err_objc_direct_protocol_conformance,Sema,%select{category %1|class extension}0 cannot conform to protocol %2 because of direct members declared in interface %3,true,true
err_objc_directive_only_in_protocol,Parse,directive may only be specified in protocols only,true,true
err_objc_exceptions_disabled,Sema,cannot use '%0' with Objective-C exceptions disabled,true,true
err_objc_expected_equal_for_getter,Parse,expected '=' for Objective-C getter,false,true
err_objc_expected_equal_for_setter,Parse,expected '=' for Objective-C setter,false,true
err_objc_expected_property_attr,Parse,unknown property attribute %0,false,true
err_objc_expected_selector_for_getter_setter,Parse,expected selector for Objective-C %select{setter|getter}0,false,true
err_objc_expected_type_parameter,Parse,expected type parameter name,false,true
err_objc_for_range_init_stmt,Sema,initialization statement is not supported when iterating over Objective-C collection,false,true
err_objc_illegal_boxed_expression_type,Sema,illegal type %0 used in a boxed expression,true,true
err_objc_illegal_interface_qual,Parse,illegal interface qualifier,false,true
err_objc_illegal_visibility_spec,Parse,illegal visibility specification,false,true
err_objc_incomplete_boxed_expression_type,Sema,incomplete type %0 used in a boxed expression,false,true
err_objc_index_incomplete_class_type,Sema,Objective-C index expression has incomplete class type %0,false,true
err_objc_indexing_method_result_type,Sema,method for accessing %select{dictionary|array}1 element must have Objective-C object return type instead of %0,false,true
err_objc_kindof_nonobject,Sema,'__kindof' specifier cannot be applied to non-object type %0,true,true
err_objc_kindof_wrong_position,Sema,'__kindof' type specifier must precede the declarator,false,true
err_objc_literal_method_sig,Sema,literal construction method %0 has incompatible signature,true,true
err_objc_method_unsupported_param_ret_type,Sema,%0 %select{parameter|return}1 type is unsupported; support for vector types for this target is introduced in %2,false,true
err_objc_missing_end,Parse,missing '@end',true,true
err_objc_multiple_subscript_type_conversion,Sema,indexing expression is invalid because subscript type %0 has multiple type conversion functions,false,true
err_objc_non_runtime_protocol_in_protocol_expr,Sema,cannot use a protocol declared 'objc_non_runtime_protocol' in a @protocol expression,false,true
err_objc_non_trivially_copyable_boxed_expression_type,Sema,non-trivially copyable type %0 cannot be used in a boxed expression,false,true
err_objc_ns_bridged_invalid_cfobject,Sema,"Objective-C object of type %0 is bridged to %1, which is not valid CF object",false,true
err_objc_object_assignment,Sema,cannot assign to class object (%0 invalid),true,true
err_objc_object_catch,Sema,cannot catch an Objective-C object by value,true,true
err_objc_override_direct_method,Sema,cannot override a method that is declared direct by a superclass,false,true
err_objc_parameterized_category_nonclass,Sema,%select{extension|category}0 of non-parameterized class %1 cannot have type parameters,false,true
err_objc_parameterized_forward_class,Sema,forward declaration of non-parameterized class %0 cannot have type parameters,false,true
err_objc_parameterized_forward_class_first,Sema,class %0 previously declared with type parameters,false,true
err_objc_parameterized_implementation,Parse,@implementation cannot have type parameters,false,true
err_objc_postfix_attribute,Parse,postfix attributes are not allowed on Objective-C directives,false,true
err_objc_postfix_attribute_hint,Parse,"postfix attributes are not allowed on Objective-C directives, place them in front of '%select{@interface|@protocol}0'",false,true
err_objc_precise_lifetime_bad_type,Sema,objc_precise_lifetime only applies to retainable types; type here is %0,false,true
err_objc_property_attr_mutually_exclusive,Sema,property attributes '%0' and '%1' are mutually exclusive,true,true
err_objc_property_bitfield,Parse,property name cannot be a bit-field,false,true
err_objc_property_requires_field_name,Parse,property requires fields to be named,false,true
err_objc_property_requires_object,Sema,property with '%0' attribute must be of object type,false,true
err_objc_root_class_subclass,Sema,objc_root_class attribute may only be specified on a root class declaration,true,true
err_objc_runtime_visible_category,Sema,cannot implement a category for class %0 that is only visible via the Objective-C runtime,true,true
err_objc_runtime_visible_subclass,Sema,cannot implement subclass %0 of a superclass %1 that is only visible via the Objective-C runtime,false,true
err_objc_subscript_base_type,Sema,%select{dictionary|array}1 subscript base type %0 is not an Objective-C object,false,true
err_objc_subscript_dic_object_type,Sema,method object parameter type %0 is not object type,false,true
err_objc_subscript_index_type,Sema,method index parameter type %0 is not integral type,false,true
err_objc_subscript_key_type,Sema,method key parameter type %0 is not object type,false,true
err_objc_subscript_method_not_found,Sema,expected method to %select{read|write}1 %select{dictionary|array}2 element not found on object of type %0,false,true
err_objc_subscript_object_type,Sema,cannot assign to this %select{dictionary|array}1 because assigning method's 2nd parameter of type %0 is not an Objective-C pointer type,false,true
err_objc_subscript_pointer,Sema,indexing expression is invalid because subscript type %0 is not an Objective-C pointer,false,true
err_objc_subscript_type_conversion,Sema,indexing expression is invalid because subscript type %0 is not an integral or Objective-C pointer type,false,true
err_objc_synchronized_expects_object,Sema,@synchronized requires an Objective-C object type (%0 invalid),true,true
err_objc_throw_expects_object,Sema,@throw requires an Objective-C object type (%0 invalid),true,true
err_objc_type_arg_does_not_match_bound,Sema,type argument %0 does not satisfy the bound (%1) of type parameter %2,false,true
err_objc_type_arg_explicit_nullability,Sema,type argument %0 cannot explicitly specify nullability,false,true
err_objc_type_arg_missing,Sema,no type or protocol named %0,true,true
err_objc_type_arg_missing_star,Sema,type argument %0 must be a pointer (requires a '*'),false,true
err_objc_type_arg_not_id_compatible,Sema,type argument %0 is neither an Objective-C object nor a block type,true,true
err_objc_type_arg_qualified,Sema,type argument %0 cannot be qualified with '%1',true,true
err_objc_type_args_after_protocols,Parse,protocol qualifiers must precede type arguments,false,true
err_objc_type_args_and_protocols,Sema,angle brackets contain both a %select{type|protocol}0 (%1) and a %select{protocol|type}0 (%2),false,true
err_objc_type_args_non_class,Sema,type arguments cannot be applied to non-class type %0,false,true
err_objc_type_args_non_parameterized_class,Sema,type arguments cannot be applied to non-parameterized class %0,false,true
err_objc_type_args_specialized_class,Sema,type arguments cannot be applied to already-specialized class type %0,false,true
err_objc_type_args_wrong_arity,Sema,"too %select{many|few}0 type arguments for class %1 (have %2, expected %3)",false,true
err_objc_type_param_arity_mismatch,Sema,"%select{forward class declaration|class definition|category|extension}0 has too %select{few|many}1 type parameters (expected %2, have %3)",false,true
err_objc_type_param_bound_conflict,Sema,type bound %0 for type parameter %1 conflicts with %select{implicit|previous}2 bound %3%select{for type parameter %5|}4,false,true
err_objc_type_param_bound_explicit_nullability,Sema,type parameter %0 bound %1 cannot explicitly specify nullability,true,true
err_objc_type_param_bound_missing,Sema,missing type bound %0 for type parameter %1 in %select{@interface|@class}2,false,true
err_objc_type_param_bound_missing_pointer,Sema,missing '*' in type bound %0 for type parameter %1,false,true
err_objc_type_param_bound_nonobject,Sema,type bound %0 for type parameter %1 is not an Objective-C pointer type,false,true
err_objc_type_param_bound_qualified,Sema,type bound %1 for type parameter %0 cannot be qualified with '%2',false,true
err_objc_type_param_redecl,Sema,redeclaration of type parameter %0,true,true
err_objc_type_param_variance_conflict,Sema,%select{in|co|contra}0variant type parameter %1 conflicts with previous %select{in|co|contra}2variant type parameter %3,false,true
err_objc_unexpected_atend,Parse,'@end' appears where closing brace '}' is expected,true,true
err_objc_unexpected_attr,Parse,"prefix attribute must be followed by an interface, protocol, or implementation",true,true
err_objc_unknown_at,Parse,expected an Objective-C directive after '@',true,true
err_objc_var_decl_inclass,Sema,cannot declare variable inside @interface or @protocol,true,true
err_objc_variable_sized_type_not_at_end,Sema,field %0 with variable sized type %1 is not at the end of class,true,true
err_objc_weak_unsupported,Driver,-fobjc-weak is not supported on the current deployment target,false,true
err_objc_weak_with_gc,Driver,-fobjc-weak is not supported in Objective-C garbage collection,false,true
err_objcbridge_related_expected_related_class,Parse,"expected a related Objective-C class name, e.g., 'NSColor'",true,true
err_objcbridge_related_selector_name,Parse,"expected a class method selector with single argument, e.g., 'colorWithCGColor:'",false,true
err_object_cannot_be_passed_returned_by_value,Sema,interface type %1 cannot be %select{returned|passed}0 by value; did you forget * in %1?,true,true
err_odr_different_num_template_parameters,AST,template parameter lists have a different number of parameters (%0 vs %1),false,true
err_odr_different_template_parameter_kind,AST,template parameter has different kinds in different translation units,false,true
err_odr_field_type_inconsistent,AST,field %0 declared with incompatible types in different translation units (%1 vs. %2),false,true
err_odr_function_type_inconsistent,AST,external function %0 declared with incompatible types in different translation units (%1 vs. %2),false,true
err_odr_ivar_type_inconsistent,AST,instance variable %0 declared with incompatible types in different translation units (%1 vs. %2),false,true
err_odr_non_type_parameter_type_inconsistent,AST,non-type template parameter declared with incompatible types in different translation units (%0 vs. %1),false,true
err_odr_objc_method_num_params_inconsistent,AST,%select{class|instance}0 method %1 has a different number of parameters in different translation units (%2 vs. %3),false,true
err_odr_objc_method_param_type_inconsistent,AST,%select{class|instance}0 method %1 has a parameter with a different types in different translation units (%2 vs. %3),false,true
err_odr_objc_method_result_type_inconsistent,AST,%select{class|instance}0 method %1 has incompatible result types in different translation units (%2 vs. %3),false,true
err_odr_objc_method_variadic_inconsistent,AST,%select{class|instance}0 method %1 is variadic in one translation unit and not variadic in another,false,true
err_odr_objc_property_impl_kind_inconsistent,AST,property %0 is implemented with %select{@synthesize|@dynamic}1 in one translation but %select{@dynamic|@synthesize}1 in another translation unit,false,true
err_odr_objc_property_type_inconsistent,AST,property %0 declared with incompatible types in different translation units (%1 vs. %2),false,true
err_odr_objc_superclass_inconsistent,AST,class %0 has incompatible superclasses,false,true
err_odr_objc_synthesize_ivar_inconsistent,AST,property %0 is synthesized to different ivars in different translation units (%1 vs. %2),false,true
err_odr_parameter_pack_non_pack,AST,parameter kind mismatch; parameter is %select{not a|a}0 parameter pack,false,true
err_odr_tag_type_inconsistent,AST,type %0 has incompatible definitions%select{| in different translation units}1,true,true
err_odr_variable_multiple_def,AST,external variable %0 defined in multiple translation units,false,true
err_odr_variable_type_inconsistent,AST,external variable %0 declared with incompatible types in different translation units (%1 vs. %2),false,true
err_offsetof_array_type,Sema,"offsetof requires array type, %0 invalid",false,true
err_omp_adjust_arg_multiple_clauses,Sema,'adjust_arg' argument %0 used in multiple clauses,false,true
err_omp_aligned_expected_array_or_ptr,Sema,"argument of aligned clause should be array%select{ or pointer|, pointer, reference to array or reference to pointer}1, not %0",false,true
err_omp_allocator_comma_separator,Parse,"',' not allowed as separator in 'uses_allocators' clause, use ';' instead",true,true
err_omp_allocator_not_in_uses_allocators,Sema,allocator must be specified in the 'uses_allocators' clause,false,true
err_omp_allocator_used_in_clauses,Sema,allocators used in 'uses_allocators' clause cannot appear in other data-sharing or data-mapping attribute clauses,false,true
err_omp_ambiguous_conversion,Sema,ambiguous conversion from type %0 to an integral or unscoped enumeration type,false,true
err_omp_append_args_with_varargs,Sema,'append_args' is not allowed with varargs functions,true,true
err_omp_argument_type_isdeviceptr,Sema,"expected pointer, array, reference to pointer, or reference to array in 'is_device_ptr clause'",false,true
err_omp_array_shaping_use,Sema,OpenMP array shaping operation is not allowed here,false,true
err_omp_at_least_one_motion_clause_required,Sema,expected at least one 'to' clause or 'from' clause specified to '#pragma omp target update',false,true
err_omp_atomic_capture_not_compound_statement,Sema,"the statement for 'atomic capture' must be a compound statement of form '{v = x; x binop= expr;}', '{x binop= expr; v = x;}', '{v = x; x = x binop expr;}', '{v = x; x = expr binop x;}', '{x = x binop expr; v = x;}', '{x = expr binop x; v = x;}' or '{v = x; x = expr;}', '{v = x; x++;}', '{v = x; ++x;}', '{++x; v = x;}', '{x++; v = x;}', '{v = x; x--;}', '{v = x; --x;}', '{--x; v = x;}', '{x--; v = x;}' where x is an lvalue expression with scalar type",false,true
err_omp_atomic_capture_not_expression_statement,Sema,"the statement for 'atomic capture' must be an expression statement of form 'v = ++x;', 'v = --x;', 'v = x++;', 'v = x--;', 'v = x binop= expr;', 'v = x = x binop expr' or 'v = x = expr binop x', where x and v are both lvalue expressions with scalar type",false,true
err_omp_atomic_compare,Sema,"the statement for 'atomic compare' must be a compound statement of form '{x = expr ordop x ? expr : x;}', '{x = x ordop expr? expr : x;}', '{x = x == e ? d : x;}', '{x = e == x ? d : x;}', or 'if(expr ordop x) {x = expr;}', 'if(x ordop expr) {x = expr;}', 'if(x == e) {x = d;}', 'if(e == x) {x = d;}' where 'x' is an lvalue expression with scalar type, 'expr', 'e', and 'd' are expressions with scalar type, and 'ordop' is one of '<' or '>'",false,true
err_omp_atomic_compare_capture,Sema,"the statement for 'atomic compare capture' must be a compound statement of form '{v = x; cond-up-stmt}', ''{cond-up-stmt v = x;}', '{if(x == e) {x = d;} else {v = x;}}', '{r = x == e; if(r) {x = d;}}', or '{r = x == e; if(r) {x = d;} else {v = x;}}', where 'cond-update-stmt' can have one of the following forms: 'if(expr ordop x) {x = expr;}', 'if(x ordop expr) {x = expr;}', 'if(x == e) {x = d;}', or 'if(e == x) {x = d;}' where 'x', 'r', and 'v' are lvalue expressions with scalar type, 'expr', 'e', and 'd' are expressions with scalar type, and 'ordop' is one of '<' or '>'",false,true
err_omp_atomic_fail_wrong_or_no_clauses,Sema,expected a memory order clause,false,true
