diagnostic_name,component,tablegen_message,test_reachable,emission_context_available
err_std_source_location_impl_malformed,Sema,"'std::source_location::__impl' must be standard-layout and have only two 'const char *' fields '_M_file_name' and '_M_function_name', and two integral fields '_M_line' and '_M_column'",true,true
err_std_source_location_impl_not_found,Sema,'std::source_location::__impl' was not found; it must be defined before '__builtin_source_location' is called,true,true
err_std_type_trait_not_class_template,Sema,unsupported standard library implementation: 'std::%0' is not a class template,false,true
err_storage_spec_on_catch_parm,Sema,@catch parameter cannot have storage specifier '%0',false,true
err_store_value_to_reg,Sema,impossible constraint in asm: cannot store value into a register,false,true
err_strong_property,Sema,existing instance variable %1 for strong property %0 may not be __weak,false,true
err_struct_too_large,AST,"structure '%0' is too large, which exceeds maximum allowed size of %1 bytes",true,true
err_subscript_incomplete_or_sizeless_type,Sema,subscript of pointer to %select{incomplete|sizeless}0 type %1,true,true
err_subscript_nonfragile_interface,Sema,"subscript requires size of interface %0, which is not constant for this architecture and platform",false,true
err_subscript_svbool_t,Sema,subscript of svbool_t is not allowed,false,true
err_super_in_lambda_unsupported,Sema,use of '__super' inside a lambda is unsupported,false,true
err_super_in_using_declaration,Parse,'__super' cannot be used with a using declaration,true,true
err_sve_fixed_vector_in_streaming_function,Sema,fixed width SVE vector type %0 cannot be used in a %select{streaming|streaming-compatible}1 function,false,true
err_sve_vector_in_non_streaming_function,Sema,SVE vector type %0 cannot be used in a non-streaming function,false,true
err_sve_vector_in_non_sve_target,Sema,SVE vector type %0 cannot be used in a target without sve,true,true
err_swift_abi_parameter_wrong_type,Sema,'%0' parameter must have pointer%select{| to unqualified pointer}1 type; type here is %2,false,true
err_swift_async_bad_block_type,Sema,"'swift_async' completion handler parameter must have block type returning 'void', type here is %0",false,true
err_swift_async_error_no_error_parameter,Sema,%0 attribute with 'nonnull_error' convention can only be applied to a %select{function|method}1 with a completion handler with an error parameter,false,true
err_swift_async_error_non_integral,Sema,"%0 attribute with '%1' convention must have an integral-typed parameter in completion handler at index %2, type here is %3",false,true
err_swift_async_error_without_swift_async,Sema,%0 attribute must be applied to a %select{function|method}1 annotated with non-'none' attribute 'swift_async',false,true
err_swift_async_no_access,Sema,"first argument to 'swift_async' must be either 'none', 'swift_private', or 'not_swift_private'",false,true
err_swift_error_result_not_after_swift_context,Sema,'swift_error_result' parameter must follow 'swift_context' parameter,false,true
err_swift_indirect_result_not_first,Sema,'swift_indirect_result' parameters must be first parameters of function,false,true
err_swift_param_attr_not_swiftcall,Sema,'%0' parameter can only be used with swiftcall%select{ or swiftasynccall|}1 calling convention%select{|s}1,false,true
err_switch_incomplete_class_type,Sema,switch condition has incomplete class type %0,false,true
err_sycl_entry_point_after_definition,Sema,the %0 attribute cannot be added to a function after the function is defined,false,true
err_sycl_entry_point_deduced_return_type,Sema,the %0 attribute only applies to functions with a non-deduced 'void' return type,false,true
err_sycl_entry_point_invalid,Sema,the %0 attribute cannot be applied to a %enum_select<InvalidSKEPReason>{%NonStaticMemberFn{non-static member function}|%VariadicFn{variadic function}|%DeletedFn{deleted function}|%DefaultedFn{defaulted function}|%ConstexprFn{constexpr function}|%ConstevalFn{consteval function}|%NoreturnFn{function declared with the 'noreturn' attribute}|%Coroutine{coroutine}|%FunctionTryBlock{function defined with a function try block}}1,false,true
err_sycl_entry_point_invalid_redeclaration,Sema,"the %0 kernel name argument does not match prior declaration%diff{: $ vs $|}1,2",false,true
err_sycl_entry_point_return_type,Sema,the %0 attribute only applies to functions with a 'void' return type,true,true
err_sycl_external_invalid_deleted_function,Sema,%0 cannot be applied to an explicitly deleted function,false,true
err_sycl_external_invalid_linkage,Sema,%0 can only be applied to functions with external linkage,true,true
err_sycl_external_invalid_main,Sema,%0 cannot be applied to the 'main' function,false,true
err_sycl_kernel_name_conflict,Sema,the %0 kernel name argument conflicts with a previous declaration,false,true
err_sycl_special_type_num_init_method,Sema,types with 'sycl_special_class' attribute must have one and only one '__init' method defined,true,true
err_synthesize_category_decl,Sema,@synthesize not allowed in a category's implementation,true,true
err_synthesize_on_class_property,Sema,@synthesize not allowed on a class property %0,true,true
err_synthesize_variable_sized_ivar,Sema,synthesized property with variable size type %0 requires an existing instance variable,false,true
err_synthesized_property_name,Parse,expected a property name in @synthesize,true,true
err_synthesizing_arc_weak_property_disabled,Sema,cannot synthesize weak property in file using manual reference counting,false,true
err_synthesizing_arc_weak_property_no_runtime,Sema,cannot synthesize weak property because the current deployment target does not support weak references,true,true
err_systemz_invalid_tabort_code,Sema,invalid transaction abort code,true,true
err_tag_index_out_of_range,Sema,%select{type tag|argument}0 index %1 is greater than the number of arguments specified,true,true
err_tag_reference_conflict,Sema,implicit declaration introduced by elaborated type conflicts with a %select{non-struct type|non-class type|non-union type|non-enum type|typedef|type alias|template|type alias template|template template argument}0 of the same name,false,true
err_target_region_offloading_entry_incorrect,Frontend,offloading entry for target region in %0 is incorrect: either the address or the ID is invalid,false,true
err_target_unknown_abi,Common,unknown target ABI '%0',false,true
err_target_unknown_cpu,Common,unknown target CPU '%0',false,true
err_target_unknown_fpmath,Common,unknown FP unit '%0',false,true
err_target_unknown_triple,Common,unknown target triple '%0',false,true
err_target_unsupported_abi,Common,ABI '%0' is not supported on CPU '%1',false,true
err_target_unsupported_abi_for_triple,Common,ABI '%0' is not supported for '%1',false,false
err_target_unsupported_abi_with_fpu,Common,'%0' ABI is not supported with FPU,false,true
err_target_unsupported_arch,Driver,the target architecture '%0' is not supported by the target '%1',false,true
err_target_unsupported_cpu_for_micromips,Common,micromips is not supported for target CPU '%0',false,true
err_target_unsupported_execute_only,Common,execute only is not supported for the %0 sub-architecture,false,true
err_target_unsupported_fpmath,Common,the '%0' unit is not supported with this instruction set,false,true
err_target_unsupported_mcmse,Common,-mcmse is not supported for %0,false,true
err_target_unsupported_tp_hard,Common,hardware TLS register is not supported for the %0 sub-architecture,false,true
err_target_unsupported_type,Sema,"%0 requires %select{|%2 bit size}1 %3 %select{|return }4type support, but target '%5' does not support it",true,true
err_target_unsupported_type_for_abi,Frontend,"%0 requires %1 type support, but ABI '%2' does not support it",false,true
err_target_unsupported_unaligned,Common,the %0 sub-architecture does not support unaligned accesses,false,true
err_target_var_offloading_entry_incorrect,Frontend,offloading entry for declare target variable is incorrect: the address is invalid,false,true
err_target_var_offloading_entry_incorrect_with_parent,Frontend,offloading entry for declare target variable %0 is incorrect: the address is invalid,false,true
err_tcb_conflicting_attributes,Sema,"attributes '%0(""%2"")' and '%1(""%2"")' are mutually exclusive",false,true
err_temp_copy_ambiguous,Sema,ambiguous constructor call when %sub{select_initialized_entity_kind}0 of type %1,true,true
err_temp_copy_deleted,Sema,%sub{select_initialized_entity_kind}0 of type %1 invokes deleted constructor,true,true
err_temp_copy_incomplete,Sema,copying a temporary object of incomplete type %0,false,true
err_temp_copy_no_viable,Sema,no viable constructor %sub{select_initialized_entity_kind}0 of type %1,true,true
err_template_arg_address_of_non_pointer,Sema,address taken in non-type template argument for template parameter of reference type %0,false,true
err_template_arg_deduced_incomplete_pack,Sema,deduced incomplete pack %0 for template parameter %1,false,true
err_template_arg_field,Sema,non-type template argument refers to non-static data member %0,false,true
err_template_arg_invalid,Sema,non-type template argument '%0' is invalid,false,true
err_template_arg_method,Sema,non-type template argument refers to non-static member function %0,false,true
err_template_arg_no_ref_bind,Sema,"non-type template parameter of reference type %diff{$ cannot bind to template argument of type $|cannot bind to template of incompatible argument type}0,1",false,true
err_template_arg_not_address_constant,Sema,non-type template argument of type %0 is not a constant expression,true,true
err_template_arg_not_address_of,Sema,non-type template argument for template parameter of pointer type %0 must have its address taken,true,true
err_template_arg_not_convertible,Sema,non-type template argument of type %0 cannot be converted to a value of type %1,true,true
err_template_arg_not_ice,Sema,non-type template argument of type %0 is not an integral constant expression,true,true
err_template_arg_not_integral_or_enumeral,Sema,non-type template argument of type %0 must have an integral or enumeration type,false,true
err_template_arg_not_object_or_func,Sema,non-type template argument does not refer to an object or function,false,true
err_template_arg_not_pointer_to_member_form,Sema,non-type template argument is not a pointer to member constant,false,true
err_template_arg_not_valid_template,Sema,"template argument does not refer to a %select{class or alias template|variable template|concept}0, or template template parameter",true,true
err_template_arg_object_no_linkage,Sema,non-type template argument refers to %select{function|object}0 %1 that does not have linkage,true,true
err_template_arg_overload_type,Sema,template argument is the type of an unresolved overloaded function,false,true
err_template_arg_ref_bind_ignores_quals,Sema,"reference binding of non-type template parameter %diff{of type $ to template argument of type $|to template argument}0,1 ignores qualifiers",false,true
err_template_arg_reference_var,Sema,non-type template argument of reference type %0 is not an object,false,true
err_template_arg_template_params_mismatch,Sema,template template argument has different template parameters than its corresponding template template parameter,false,true
err_template_arg_thread_local,Sema,non-type template argument refers to thread-local object,false,true
err_template_arg_wrongtype_null_constant,Sema,null non-type template argument of type %0 does not match template parameter of type %1,false,true
err_template_expansion_into_fixed_list,Sema,pack expansion used as argument for non-pack parameter of %select{alias template|concept}0,false,true
err_template_id_not_a_type,Sema,template name refers to non-type template %0,false,true
err_template_instantiate_within_definition,Sema,%select{implicit|explicit}0 instantiation of template %1 within its own definition,true,true
err_template_kernel,Sema,"kernel functions cannot be used in a template declaration, instantiation or specialization",false,true
err_template_kw_refers_to_type_template,Sema,"%0 is expected to be a non-type template, but instantiated to a %select{class|type alias}1 template",true,true
err_template_member_noparams,Sema,extraneous 'template<>' in declaration of member %0,false,false
err_template_nontype_parm_not_literal,Sema,non-type template parameter has non-literal type %0,false,true
err_template_nontype_parm_not_structural,Sema,type %0 of non-type template parameter is not a structural type,false,true
err_template_param_default_arg_inconsistent_redefinition,Sema,template parameter default argument is inconsistent with previous definition,false,true
err_template_parameter_pack_non_pack,Sema,%select{template type|non-type template|template template}0 parameter%select{| pack}1 conflicts with previous %select{template type|non-type template|template template}0 parameter%select{ pack|}1,true,true
err_template_spec_decl_function_scope,Sema,explicit specialization of %0 in function scope,false,true
err_template_spec_default_arg,Sema,default argument not permitted on an explicit %select{instantiation|specialization}0 of function %1,true,true
err_template_spec_needs_template_parameters,Sema,template specialization or definition requires a template parameter list corresponding to the nested type %0,false,true
err_template_spec_redecl_global_scope,Sema,%select{class template|class template partial|variable template|variable template partial|function template|member function|static data member|member class|member enumeration}0 specialization of %1 must occur at global scope,false,true
err_template_spec_syntax_non_template,Parse,identifier followed by '<' indicates a class template specialization but %0 %select{does not refer to a template|refers to a function template|<unused>|refers to a variable template|<unused>|<unused>|refers to a concept}1,true,true
err_template_spec_unknown_kind,Sema,"can only provide an explicit specialization for a class template, function template, variable template, or a member function, static data member, %select{or member class|member class, or member enumeration}0 of a class template",false,true
err_template_template_parameter_not_at_least_as_constrained,Sema,template template argument %0 is more constrained than template template parameter %1,true,true
err_test_module_file_extension_format,Driver,-ftest-module-file-extension argument '%0' is not of the required form 'blockname:major:minor:hashed:user info',false,true
err_test_module_file_extension_version,Frontend,test module file extension '%0' has different version (%1.%2) than expected (%3.%4),false,false
err_this_capture,Sema,'this' cannot be %select{implicitly |}0captured in this context,true,true
err_this_static_member_func,Sema,'this' cannot be%select{| implicitly}0 used in a static member function declaration,true,true
err_thread_non_thread,Sema,thread-local declaration of %0 follows non-thread-local declaration,false,true
err_thread_thread_different_kind,Sema,thread-local declaration of %0 with %select{static|dynamic}1 initialization follows declaration with %select{dynamic|static}1 initialization,false,true
err_thread_unsupported,Sema,thread-local storage is not supported for the current target,true,true
err_three_way_vector_comparison,Sema,three-way comparison between vectors is not supported,false,true
err_throw_abstract_type,Sema,cannot throw an object of abstract type %0,false,true
err_throw_incomplete,Sema,cannot throw object of incomplete type %0,false,true
err_throw_incomplete_ptr,Sema,cannot throw pointer to object of incomplete type %0,false,true
err_throw_object_throwing_dtor,Sema,cannot throw object of type %0 with a potentially-throwing destructor,false,true
err_throw_sizeless,Sema,cannot throw object of sizeless type %0,false,true
err_tls_var_aligned_over_maximum,Sema,alignment (%0) of thread-local variable %1 is greater than the maximum supported alignment (%2) for a thread-local variable on this target,true,true
err_too_large_for_fixed_point,Common,this value is too large for this fixed point type,false,true
err_toomany_element_decls,Sema,only one element declaration is allowed,false,true
err_two_right_angle_brackets_need_space,Parse,a space is required between consecutive right angle brackets (use '> >'),true,true
err_type_attribute_wrong_type,Sema,'%0' only applies to %select{function|pointer|Objective-C object or block pointer}1 types; type here is %2,false,true
err_type_available_only_in_default_eval_method,Sema,cannot use type '%0' within '#pragma clang fp eval_method'; type is set according to the default eval method for the translation unit,false,true
err_type_aware_allocator_missing_matching_operator,Sema,declaration of type aware %0 in %1 must have matching type aware %2,true,true
err_type_aware_destroying_operator_delete,Sema,destroying delete is not permitted to be type aware,true,true
err_type_constraint_non_type_concept,Sema,concept named in type constraint is not a type concept,true,true
err_type_defined_in_enum,Sema,%0 cannot be defined in an enumeration,false,true
err_type_defined_in_for_range,Sema,types may not be defined in a for range declaration,false,true
err_type_defined_in_type_specifier,Sema,%0 cannot be defined in a type specifier,true,true
err_type_mismatch_continuation_class,Sema,type of property %0 in class extension does not match property type in primary class,true,true
err_type_pack_element_out_of_bounds,Sema,a parameter pack may not be accessed at an out of bounds index,true,true
err_type_tag_for_datatype_not_ice,Sema,'type_tag_for_datatype' attribute requires the initializer to be an %select{integer|integral}0 constant expression,true,true
err_type_tag_for_datatype_too_large,Sema,'type_tag_for_datatype' attribute requires the initializer to be an %select{integer|integral}0 constant expression that can be represented by a 64 bit integer,false,true
err_type_trait_arity,Parse,type trait requires %0%select{| or more}1 argument%select{|s}2; have %3 argument%s3,true,true
err_type_unparsed,Parse,unparsed tokens following type,true,true
err_type_unsupported,Sema,%0 is not supported on this target,true,true
err_typecheck_addrof_temporary,Sema,taking the address of a temporary object of type %0,false,true
err_typecheck_arc_assign_externally_retained,Sema,variable declared with 'objc_externally_retained' cannot be modified in ARC,true,true
err_typecheck_arc_assign_self,Sema,cannot assign to 'self' outside of a method in the init family,false,true
err_typecheck_arc_assign_self_class_method,Sema,cannot assign to 'self' in a class method,false,true
err_typecheck_arr_assign_enumeration,Sema,fast enumeration variables cannot be modified in ARC by default; declare the variable __strong to allow this,false,true
err_typecheck_call_too_few_args_at_least,Sema,"too few %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at least %1, have %2",true,true
err_typecheck_call_too_few_args_at_least_one,Sema,"too few %select{|||execution configuration }0%select{|non-object }2arguments to %select{function|block|method|kernel function}0 call, at least argument %1 must be specified",false,true
err_typecheck_call_too_few_args_at_least_suggest,Sema,"too few %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at least %1, have %2; did you mean %4?",false,true
err_typecheck_call_too_few_args_suggest,Sema,"too few %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected %1, have %2; did you mean %4?",true,true
err_typecheck_call_too_many_args_at_most_suggest,Sema,"too many %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at most %1, have %2; did you mean %4?",false,true
err_typecheck_comparison_of_distinct_blocks,Sema,"comparison of distinct block types%diff{ ($ and $)|}0,1",false,true
err_typecheck_comparison_of_fptr_to_void,Sema,equality comparison between function pointer and void pointer (%0 and %1),false,true
err_typecheck_cond_expect_int_float,Sema,used type %0 where integer or floating point type is required,false,true
err_typecheck_cond_expect_nonfloat,Sema,used type %0 where floating point type is not allowed,true,true
err_typecheck_cond_incompatible_ptrauth,Sema,"'__ptrauth' qualification mismatch%diff{ ($ and $)|}0,1",false,true
err_typecheck_convert_discards_qualifiers,Sema,"%select{%diff{assigning to $ from $|assigning to different types}0,1|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 discards qualifiers",true,true
err_typecheck_convert_incompatible_block_pointer,Sema,"incompatible block pointer types %select{%diff{assigning to $ from $|assigning to different types}0,1|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2",true,true
err_typecheck_convert_incompatible_pointer_sign,Sema,"%select{%diff{assigning to $ from $|assigning to different types}0,1|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 converts between pointers to integer types %select{with different sign|where one is of the unique plain 'char' type and the other is not}3",true,true
err_typecheck_convert_pointer_void_func,Sema,"%select{%diff{assigning to $ from $|assigning to different types}0,1|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 converts between void pointer and function pointer",true,true
err_typecheck_duplicate_vector_components_not_mlvalue,Sema,vector is not assignable (contains duplicate components),false,true
err_typecheck_expect_any_scalar_or_vector,Sema,invalid operand of type %0%select{| where a scalar or vector is required}1,false,true
err_typecheck_expect_flt_or_vector,Sema,"invalid operand of type %0 where floating, complex or a vector of such types is required",true,true
err_typecheck_expect_function_pointer,Sema,used type %0 where function pointer is required,false,true
err_typecheck_expect_hlsl_resource,Sema,used type %0 where __hlsl_resource_t is required,false,true
err_typecheck_expect_int,Sema,used type %0 where integer is required,false,true
err_typecheck_expect_scalar_operand,Sema,operand of type %0 where arithmetic or pointer type is required,true,true
err_typecheck_expect_scalar_or_vector,Sema,invalid operand of type %0 where %1 or a vector of such type is required,false,true
err_typecheck_expect_scalar_or_vector_or_matrix,Sema,invalid operand of type %0 where %1 or a vector or matrix of such type is required,false,true
err_typecheck_incompatible_address_space,Sema,"%select{%diff{assigning $ to $|assigning to different types}1,0|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 changes address space of pointer",true,true
err_typecheck_incompatible_nested_address_space,Sema,"%select{%diff{assigning $ to $|assigning to different types}1,0|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 changes address space of nested pointer",false,true
err_typecheck_incompatible_ownership,Sema,"%select{%diff{assigning $ to $|assigning to different types}1,0|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 changes retain/release properties of pointer",false,true
err_typecheck_incompatible_ptrauth,Sema,"%enum_select<AssignmentAction>{%Assigning{%diff{assigning $ to $|assigning to different types}1,0}|%Passing{%diff{passing $ to parameter of type $|passing to parameter of different type}0,1}|%Returning{%diff{returning $ from a function with result type $|returning from function with different return type}0,1}|%Converting{%diff{converting $ to type $|converting between types}0,1}|%Initializing{%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1}|%Sending{%diff{sending $ to parameter of type $|sending to parameter of different type}0,1}|%Casting{%diff{casting $ to type $|casting between types}0,1}}2 changes pointer authentication of pointee type",false,true
err_typecheck_incomplete_type_not_modifiable_lvalue,Sema,incomplete type %0 is not assignable,true,true
err_typecheck_invalid_lvalue_addrof_addrof_function,Sema,extra '&' taking address of overloaded function,false,true
err_typecheck_invalid_restrict_not_pointer_noarg,Sema,restrict requires a pointer or reference,false,true
err_typecheck_ivar_variable_size,Sema,instance variables must have a constant size,true,true
err_typecheck_logical_vector_expr_gnu_cpp_restrict,Sema,logical expression with vector %select{type %1 and non-vector type %2|types %1 and %2}0 is only supported in C++,true,true
err_typecheck_member_reference_ivar,Sema,%0 does not have a member named %1,true,true
err_typecheck_member_reference_ivar_suggest,Sema,%0 does not have a member named %1; did you mean %2?,false,true
err_typecheck_member_reference_unknown,Sema,cannot refer to member %0 in %1 with '%select{.|->}2',false,true
err_typecheck_non_object_not_modifiable_lvalue,Sema,non-object type %0 is not assignable,true,true
err_typecheck_nonviable_condition_incomplete,Sema,"no viable conversion%diff{ from $ to incomplete type $|}0,1",true,true
err_typecheck_op_on_nonoverlapping_address_space_pointers,Sema,"%select{comparison between %diff{ ($ and $)|}0,1|arithmetic operation with operands of type %diff{ ($ and $)|}0,1|conditional operator with the second and third operands of type %diff{ ($ and $)|}0,1}2 which are pointers to non-overlapping address spaces",true,true
err_typecheck_ordered_comparison_of_function_pointers,Sema,ordered comparison of function pointers (%0 and %1),true,true
err_typecheck_statement_requires_scalar,Sema,statement requires expression of scalar type (%0 invalid),false,true
err_typecheck_sve_rvv_ambiguous,Sema,"cannot combine fixed-length and sizeless %select{SVE|RVV}0 vectors in expression, result is ambiguous (%1 and %2)",false,true
err_typecheck_sve_rvv_gnu_ambiguous,Sema,"cannot combine GNU and %select{SVE|RVV}0 vectors in expression, result is ambiguous (%1 and %2)",false,true
err_typecheck_three_way_comparison_of_pointer_and_zero,Sema,three-way comparison between pointer and zero,false,true
err_typecheck_vector_lengths_not_equal,Sema,vector operands do not have the same number of elements (%0 and %1),true,true
err_typecheck_vector_not_convertable,Sema,cannot convert between vector values of different size (%0 and %1),true,true
err_typecheck_vector_not_convertable_implict_truncation,Sema,cannot convert between %select{scalar|vector}0 type %1 and vector type %2 as implicit conversion would cause truncation,true,true
err_typecheck_vector_not_convertable_non_scalar,Sema,cannot convert between vector and non-scalar values (%0 and %1),false,true
err_typecheck_wasm_table_must_have_zero_length,Sema,only zero-length WebAssembly tables are currently supported,false,true
err_typecheck_zero_array_size,Sema,zero-length arrays are not permitted in %select{C++|SYCL device code|HIP device code}0,true,true
err_typedef_changes_linkage,Sema,unsupported: anonymous type given name for linkage purposes by %select{typedef|alias}0 declaration after its linkage was computed; add a tag name here to establish linkage prior to definition,false,true
err_typedef_not_bitfield,Sema,typedef member %0 cannot be a bit-field,false,true
err_typedef_not_identifier,Sema,typedef name must be an identifier,false,true
err_typename_invalid_constexpr,Parse,type name does not allow %sub{select_constexpr_spec_kind}0 specifier to be specified,true,true
err_typename_missing,Sema,missing 'typename' prior to dependent type name %0,true,true
err_typename_missing_template,Sema,missing 'typename' prior to dependent type template name %0,false,true
err_typename_nested_not_found_requirement,Sema,failed requirement '%0'; 'enable_if' cannot be used to disable this declaration,false,true
err_typename_not_type,Sema,typename specifier refers to non-type %0,false,true
err_typename_refers_to_using_value_decl,Sema,typename specifier refers to a dependent using declaration for a value %0 in %1,false,true
err_ucn_escape_basic_scs,Lex,character '%0' cannot be specified by a universal character name,true,true
err_unable_to_make_temp,Common,unable to make temporary file: %0,false,true
err_unable_to_rename_temp,Common,unable to rename temporary '%0' to output file '%1': '%2',false,true
err_unavailable_in_arc,Sema,%0 is unavailable in ARC,false,true
err_uncasted_call_of_unknown_any,Sema,%0 has unknown return type; cast the call to its declared return type,true,true
err_uncasted_send_to_unknown_any_method,Sema,no known method %select{%objcinstance1|%objcclass1}0; cast the message send to the method's return type,false,true
err_uncasted_use_of_unknown_any,Sema,%0 has unknown type; cast it to its declared type to use it,true,true
err_undeclared_boxing_method,Sema,declaration of %0 is missing in %1 class,false,true
err_undeclared_objc_literal_class,Sema,definition of class %0 must be available to use Objective-C %select{array literals|dictionary literals|numeric literals|boxed expressions|string literals}1,true,true
err_undeclared_protocol,Sema,cannot find protocol declaration for %0,true,true
err_undeclared_protocol_suggest,Sema,cannot find protocol declaration for %0; did you mean %1?,false,true
err_undeclared_use_of_module,Lex,module %0 does not depend on a module exporting '%1',true,true
err_undeclared_use_of_module_indirect,Lex,"module %0 does not directly depend on a module exporting '%1', which is part of indirectly-used module %2",false,true
err_undeclared_use_suggest,Sema,use of undeclared %0; did you mean %1?,false,true
err_undef_interface,Sema,cannot find interface declaration for %0,true,true
err_undef_interface_suggest,Sema,cannot find interface declaration for %0; did you mean %1?,true,true
err_undef_superclass,Sema,"cannot find interface declaration for %0, superclass of %1",false,true
err_undef_superclass_suggest,Sema,"cannot find interface declaration for %0, superclass of %1; did you mean %2?",false,true
err_undefined_inline_var,Sema,inline variable %q0 is not defined,true,true
err_undefined_internal_type,Sema,"%select{function|variable}0 %q1 is used but not defined in this translation unit, and cannot be defined in any other translation unit because its type does not have linkage",true,true
err_underlying_type_of_incomplete_enum,Sema,cannot determine underlying type of incomplete enumeration type %0,false,true
err_unevaluated_string_prefix,Lex,an unevaluated string literal cannot have an encoding prefix,true,true
err_unevaluated_string_udl,Lex,an unevaluated string literal cannot be a user-defined literal,false,true
err_unexpected_at,Parse,unexpected '@' in program,true,true
err_unexpected_interface,Sema,unexpected interface name %0: expected expression,false,true
err_unexpected_module_decl,Parse,module declaration can only appear at the top level,false,true
err_unexpected_namespace,Sema,unexpected namespace name %0: expected expression,true,true
err_unexpected_protocol_qualifier,Parse,@implementation declaration cannot be protocol qualified,true,true
err_unexpected_typedef_ident,Parse,unexpected type name %0: expected identifier,false,true
err_unimplemented_conversion_with_fixed_point_type,Common,conversion between fixed point and %0 is not yet supported,true,true
err_uninitialized_member_for_assign,Sema,"cannot define the implicit copy assignment operator for %0, because non-static %select{reference|const}1 member %2 cannot use copy assignment operator",true,true
err_unknown_analyzer_checker_or_package,Common,no analyzer checkers or packages are associated with '%0',false,true
err_unknown_any_addrof,Sema,the address of a declaration with unknown type can only be cast to a pointer type,false,true
err_unknown_any_addrof_call,Sema,address-of operator cannot be applied to a call to a function with unknown return type,false,true
err_unknown_any_function,Sema,function %0 with unknown type must be given a function type,false,true
err_unknown_any_var_function_type,Sema,variable %0 with unknown type cannot be given a function type,false,true
err_unknown_arm_state,Sema,unknown state '%0',false,true
err_unknown_receiver_suggest,Sema,unknown receiver %0; did you mean %1?,false,true
err_unknown_template_name,Parse,unknown template name %0,true,true
err_unknown_type_or_class_name_suggest,Sema,unknown %select{type|class}1 name %0; did you mean %2?,false,true
err_unparenthesized_non_primary_expr_in_requires_clause,Parse,parentheses are required around this expression in a requires clause,true,true
err_unspecified_vla_size_with_static,Parse,'static' may not be used with an unspecified variable length array size,false,true
err_unsupported_abi_for_opt,Common,'%0' can only be used with the '%1' ABI,false,true
err_unsupported_ast_node,AST,cannot import unsupported AST node %0,true,true
err_unsupported_bom,Common,"%0 byte order mark detected in '%1', but encoding is not supported",false,true
err_unsupported_builtin_template_pack_expansion,Sema,expansions of %0 are not supported here. Only expansions in template arguments and class bases are supported,false,true
err_unsupported_cxx_abi,Driver,C++ ABI '%0' is not supported on target triple '%1',false,true
err_unsupported_cxx_abi_feature,Frontend,cannot yet compile %0 in this ABI,false,true
err_unsupported_environment,InstallAPI,environment '%0' is not supported: '%1',false,true
err_unsupported_module_partition,Parse,module partitions are only supported for C++20 onwards,false,true
err_unsupported_os,InstallAPI,os '%0' is not supported: '%1',false,true
