diagnostic_name,diagnostic_id,component,portable_injector_count,languages,operations,target_is_catalog_error,strict_diagnostic_covered
err_non_bool_atomic_constraint,4329,Sema,2,c++,append;insert,true,true
err_non_constant_constraint_expression,4331,Sema,1,c++,append,true,true
err_non_deleted_override,4334,Sema,4,c++,insert,true,true
err_non_designated_init_used,,Sema,3,c++,append,true,false
err_non_extern_extern,4336,Sema,4,c++,replace,true,true
err_non_static_static,4341,Sema,4,c++,replace,true,true
err_non_temp_friend_decl_with_requires_clause_must_be_def,4342,Sema,1,c++,append,true,true
err_non_template_in_template_id,4345,Sema,1,c++,insert,true,true
err_non_template_in_template_id_suggest,,Sema,5,c++,append;insert,true,false
err_non_thread_thread,4347,Sema,4,c++,replace,true,true
err_non_type_template_arg_subobject,4351,Sema,1,c++,append,true,true
err_non_type_template_in_nested_name_specifier,4352,Sema,1,c++,replace,true,true
err_nonstatic_member_out_of_line,4357,Sema,4,c++,replace,true,true
err_noreturn_has_return_expr,,Sema,3,c++,append,true,false
err_not_direct_base_or_virtual,4365,Sema,1,c++,insert,true,true
err_not_integral_type_bitfield,4368,Sema,8,c++,replace,true,true
err_not_tag_in_scope,4369,Sema,1,c++,replace,true,true
err_nullability_nonpointer,4377,Sema,8,c++,insert,true,true
err_object_cannot_be_passed_returned_by_value,,Sema,3,c++,append,true,false
err_odr_tag_type_inconsistent,,AST,3,c++,append,true,false
err_offsetof_bitfield,4456,Sema,8,c++,insert,true,true
err_offsetof_field_of_virtual_base,4457,Sema,1,c++,insert,true,true
err_offsetof_incomplete_type,4458,Sema,4,c++,insert,true,true
err_offsetof_record_type,4459,Sema,4,c++,replace,true,true
err_omp_atomic_not_expression_statement,4476,Sema,1,c++,append,true,true
err_omp_expected_var_name_member_expr,4536,Sema,1,c++,append,true,true
err_omp_interop_type_not_found,4558,Sema,1,c++,append,true,true
err_omp_linear_distribute_var_non_loop_iteration,4580,Sema,1,c++,append,true,true
err_omp_loop_bad_collapse_var,4585,Sema,1,c++,append,true,true
err_omp_no_clause_for_directive,4601,Sema,1,c++,append,true,true
err_omp_not_a_loop_sequence,4607,Sema,1,c++,append,true,true
err_omp_prohibited_region,4628,Sema,1,c++,append,true,true
err_omp_reduction_identifier_mismatch,4634,Sema,1,c++,append,true,true
err_omp_unexpected_call_to_omp_runtime_api,4677,Sema,1,c++,append,true,true
err_omp_unexpected_directive,1826,Parse,1,c++,append,true,true
err_omp_variant_ctx_second_match_extension,1833,Parse,1,c++,append,true,true
err_only_constructors_take_base_inits,4707,Sema,4,c++,insert,true,true
err_opencl_kernel_attr,4742,Sema,1,c,insert,true,true
err_operator_arrow_circular,4761,Sema,1,c++,insert,true,true
err_operator_arrow_depth_exceeded,,Sema,6,c++,append,true,false
err_operator_delete_param_type,4764,Sema,1,c++,append,true,true
err_operator_new_default_arg,4765,Sema,8,c++,replace,true,true
err_operator_new_delete_declared_in_namespace,4766,Sema,4,c++,replace,true,true
err_operator_new_delete_dependent_result_type,4768,Sema,4,c++,replace,true,true
err_operator_new_delete_template_too_few_parameters,4770,Sema,1,c++,replace,true,true
err_operator_new_delete_too_few_parameters,4771,Sema,1,c++,append,true,true
err_operator_new_dependent_param_type,4772,Sema,1,c++,append,true,true
err_operator_new_param_type,4773,Sema,1,c++,append,true,true
err_operator_overload_default_arg,4774,Sema,1,c++,replace,true,true
err_operator_overload_must_be,4775,Sema,1,c++,replace,true,true
err_operator_overload_must_be_member,4776,Sema,1,c++,append,true,true
err_operator_overload_needs_class_or_enum,4777,Sema,4,c++,replace,true,true
err_operator_overload_static,4779,Sema,3,c++,insert,true,true
err_out_of_line_constructor_template_id,1836,Parse,1,c++,replace,true,true
err_out_of_line_default_deletes,4783,Sema,2,c++,append,true,true
err_out_of_line_qualified_id_type_names_constructor,4784,Sema,1,c++,insert,true,true
err_overflow_builtin_bit_int_max_size,4785,Sema,4,c++,insert,true,true
err_overflow_builtin_must_be_int,4786,Sema,1,c++,append,true,true
err_overflow_builtin_must_be_ptr_int,4787,Sema,4,c++,replace,true,true
err_override_exception_spec,,Sema,1,c++,append,true,false
err_ovl_ambiguous_member_call,,Sema,3,c++,append,true,false
err_ovl_ambiguous_oper_unary,4795,Sema,1,c++,append,true,true
err_ovl_deleted_call,,Sema,2,c++,append,true,false
err_ovl_deleted_comparison,,Sema,3,c++,append,true,false
err_ovl_deleted_init,4800,Sema,7,c++,append;insert,true,true
err_ovl_deleted_object_call,4801,Sema,8,c++,insert,true,true
err_ovl_deleted_special_init,4803,Sema,2,c++,append;insert,true,true
err_ovl_diff_return_type,4805,Sema,7,c++,insert,true,true
err_ovl_no_conversion_in_cast,4806,Sema,1,c++,insert,true,true
err_ovl_no_oper,4807,Sema,8,c++,replace,true,true
err_ovl_no_viable_conversion_in_cast,4808,Sema,2,c++,replace,true,true
err_ovl_no_viable_function_in_call,4809,Sema,3,c++,insert;replace,true,true
err_ovl_no_viable_function_in_init,4810,Sema,1,c++,replace,true,true
err_ovl_no_viable_literal_operator,4811,Sema,2,c++,insert;replace,true,true
err_ovl_no_viable_member_function_in_call,4812,Sema,1,c++,insert,true,true
err_ovl_no_viable_object_call,4813,Sema,1,c++,replace,true,true
err_ovl_no_viable_oper,4814,Sema,1,c++,replace,true,true
err_ovl_rewrite_equalequal_not_bool,4816,Sema,1,c++,append,true,true
err_ovl_static_nonstatic_member,4817,Sema,8,c++,replace,true,true
err_ovl_unresolvable,4818,Sema,1,c++,append,true,true
err_pack_expansion_member_init,,Sema,3,c++,insert,true,true
err_pack_expansion_without_parameter_packs,4827,Sema,2,c++,insert;replace,true,true
err_pack_outside_template,4829,Sema,1,c++,replace,true,true
err_param_default_argument,4830,Sema,2,c,append,true,true
err_param_default_argument_member_template_redecl,4831,Sema,1,c++,append,true,true
err_param_default_argument_missing_name,4833,Sema,1,c++,replace,true,true
err_param_default_argument_nonfunc,4834,Sema,1,c++,append,true,true
err_param_default_argument_on_parameter_pack,4835,Sema,4,c++,replace,true,true
err_param_default_argument_redefinition,4836,Sema,5,c++,replace,true,true
err_param_default_argument_references_local,4837,Sema,5,c++,insert;replace,true,true
err_param_default_argument_references_param,4838,Sema,1,c++,insert,true,true
err_param_default_argument_template_redecl,4840,Sema,4,c++,replace,true,true
err_param_redefinition,55,Common,1,c++,insert,true,true
err_param_with_void_type,,Sema,5,c++,replace,true,true
err_parameter_shadow_capture,4842,Sema,1,c++,insert,true,true
err_parameters_retval_cannot_have_fp16_type,4843,Sema,1,c++,replace,true,true
err_partial_spec_args_match_primary_template,4845,Sema,1,c++,replace,true,true
err_partial_spec_fully_specialized,4846,Sema,1,c++,insert,true,true
err_partial_spec_redeclared,,Sema,3,c++,append,true,false
err_paste_at_end,1101,Lex,8,c++,replace,true,true
err_paste_at_start,1102,Lex,8,c++,insert,true,true
err_placeholder_constraints_not_satisfied,,Sema,6,c++,append,true,false
err_placeholder_expected_auto_or_decltype_auto,1840,Parse,1,c++,append,true,true
err_placeholder_in_source,1103,Lex,1,c++,insert,true,true
err_placement_new_into_const_qualified_storage,4851,Sema,4,c++,replace,true,true
err_placement_new_non_placement_delete,,Sema,4,c++,append,true,false
err_pointer_to_member_call_drops_quals,4853,Sema,1,c++,append,true,true
err_pointer_to_member_oper_value_classify,4854,Sema,2,c++,append;replace,true,true
err_pointer_to_member_type,,Sema,3,c++,append,true,false
err_postfix_after_unary_requires_parens,1841,Parse,1,c++,insert,true,true
err_pp_bad_paste,1106,Lex,1,c,delete,true,true
err_pp_expected_after,,Lex,3,c++,delete,true,true
err_pp_expected_comma_in_arg_list,1122,Lex,2,c++,append;insert,true,true
err_pp_expected_eol,,Lex,7,c++,insert,true,true
err_pp_expr_bad_token_start_expr,,Lex,4,c++,insert,true,true
err_pp_file_not_found,,Lex,7,c++,insert,true,true
err_pp_stringize_not_parameter,1170,Lex,1,c++,insert,true,true
err_pp_unterminated_conditional,,Lex,3,c++,insert,true,false
err_pragma_fp_invalid_argument,1866,Parse,1,c++,insert,true,true
err_preserve_field_info_not_field,,Sema,3,c++,append,true,false
err_printf_asterisk_wrong_type,,Sema,4,c++,append,true,false
err_probability_out_of_range,,Sema,5,c++,replace,true,true
err_pseudo_dtor_base_not_scalar,,Sema,2,c++,append,true,false
err_pseudo_dtor_destructor_non_type,,Sema,4,c++,insert,true,true
err_pseudo_dtor_type_mismatch,4914,Sema,1,c++,replace,true,true
err_ptrauth_invalid_key,4922,Sema,1,c,insert,true,true
err_qualified_catch_declarator,4931,Sema,8,c++,replace,true,true
err_qualified_friend_no_match,4933,Sema,8,c++,replace,true,true
err_qualified_member_of_unrelated,4936,Sema,1,c++,replace,true,true
err_qualified_param_declarator,4939,Sema,1,c++,insert,true,true
err_range_on_array_parameter,4941,Sema,1,c++,replace,true,true
err_raw_delim_too_long,1185,Lex,1,c++,replace,true,true
err_readonly_message_assignment,,Sema,5,c++,append,true,false
err_realimag_invalid_type,,Sema,3,c++,insert,true,true
err_recursive_default_argument,,Sema,5,c++,append,true,false
err_redeclaration_different_type,,Sema,3,c++,insert,true,true
err_redeclaration_non_exported,,Sema,1,c++,append,true,false
err_redefinition,4950,Sema,13,c;c++,append;insert;replace,true,true
err_redefinition_different_kind,4952,Sema,8,c;c++,append;insert;replace,true,true
err_redefinition_different_namespace_alias,4953,Sema,1,c++,append,true,true
err_redefinition_different_type,4954,Sema,5,c++,append;insert,true,true
err_redefinition_different_typedef,4955,Sema,4,c++,replace,true,true
err_redefinition_extern_inline,,Sema,1,c++,append,true,false
err_redefinition_of_enumerator,4957,Sema,4,c++,insert,true,true
err_redefinition_of_label,4958,Sema,4,c++,replace,true,true
err_ref_array_type,4961,Sema,1,c++,insert,true,true
err_ref_bad_target,,Sema,2,c++,append,true,false
err_ref_flexarray_type,4964,Sema,4,c++,insert,true,true
err_ref_init_ambiguous,,Sema,2,c++,append,true,false
err_ref_non_value,4966,Sema,1,c++,replace,true,true
err_ref_qualifier_comparison_operator,4967,Sema,4,c++,replace,true,true
err_ref_qualifier_constructor,4968,Sema,1,c++,replace,true,true
err_ref_qualifier_overload,4970,Sema,12,c++,append;insert,true,true
err_ref_vm_type,4971,Sema,1,c++,insert,true,true
err_reference_bind_drops_quals,4972,Sema,4,c++,replace,true,true
err_reference_bind_failed,4973,Sema,1,c++,replace,true,true
err_reference_bind_init_list,,Sema,1,c++,append,true,false
err_reference_bind_to_bitfield,4976,Sema,8,c++,replace,true,true
err_reference_bind_to_bitfield_in_cce,4977,Sema,1,c++,replace,true,true
err_reference_capture_with_reference_default,4980,Sema,5,c++,replace,true,true
err_reference_has_multiple_inits,,Sema,3,c++,insert,true,true
err_reference_to_function_with_unsatisfied_constraints,,Sema,6,c++,append,true,false
err_reference_to_local_in_enclosing_context,4984,Sema,1,c++,insert,true,true
err_reference_to_void,4985,Sema,8,c++,insert,true,true
err_reference_var_requires_init,4986,Sema,2,c++,append;replace,true,true
err_reference_without_init,,Sema,4,c++,append;insert,true,true
err_regparm_mismatch,4988,Sema,1,c++,insert,true,true
err_repeat_attribute,,Sema,1,c++,append,true,false
err_require_constant_init_failed,4990,Sema,1,c++,append,true,true
err_requires_clause_must_appear_after_trailing_return,1881,Parse,2,c++,replace,true,true
err_requires_clause_on_declarator_not_declaring_a_function,1882,Parse,1,c++,insert,true,true
err_ret_local_block,,Sema,2,c++,append,true,false
err_return_init_list,5000,Sema,4,c++,replace,true,true
err_right_angle_bracket_equal_needs_space,1889,Parse,1,c++,insert,true,true
err_root_class_cannot_use_super,,Sema,3,c++,append,true,false
err_scoped_enum_missing_identifier,1890,Parse,4,c++,replace,true,true
err_section_conflict,5017,Sema,1,c++,insert,true,true
err_setting_eval_method_used_in_unsafe_context,,Sema,4,c++,append,true,false
err_shufflevector_argument_too_large,,Sema,2,c++,append,true,false
err_single_decl_assign_in_for_range,1891,Parse,4,c++,replace,true,true
err_size_t_literal_too_large,,Common,2,c++,append,true,false
err_sizeless_nonlocal,,Sema,2,c++,append,true,true
err_sizeof_alignof_function_type,5034,Sema,4,c++,replace,true,true
err_sizeof_alignof_incomplete_or_sizeless_type,5035,Sema,2,c;c++,append;replace,true,true
err_sizeof_pack_no_pack_name_suggest,5038,Sema,1,c++,replace,true,true
err_specialization_after_instantiation,5052,Sema,8,c++,insert,true,true
err_specialize_member_of_template,5055,Sema,1,c++,append,true,true
err_standalone_class_nested_name_specifier,5060,Sema,4,c++,replace,true,true
err_static_assert_expression_is_not_constant,5061,Sema,4,c++,replace,true,true
err_static_assert_failed,5062,Sema,4,c++,insert,true,true
err_static_assert_requirement_failed,5063,Sema,2,c++,insert,true,true
err_static_data_member_not_allowed_in_anon_struct,5065,Sema,9,c++,append;replace,true,true
err_static_data_member_not_allowed_in_local_class,5066,Sema,8,c++,insert,true,true
err_static_data_member_reinitialization,5067,Sema,1,c++,insert,true,true
err_static_downcast_via_virtual,5068,Sema,8,c++,replace,true,true
err_static_main,5072,Sema,1,c++,replace,true,true
err_static_mutable_lambda,1895,Parse,8,c++,replace,true,true
err_static_non_static,5073,Sema,1,c++,insert,true,true
err_static_not_bitfield,5074,Sema,1,c++,insert,true,true
err_static_out_of_line,5075,Sema,1,c++,insert,true,true
err_statically_allocated_object,,Sema,1,c++,append,true,false
err_std_compare_type_not_supported,,Sema,4,c++,append,true,false
err_std_initializer_list_malformed,,Sema,3,c++,append,true,false
err_stmt_expr_in_default_arg,5083,Sema,1,c++,replace,true,true
err_stmtexpr_file_scope,1896,Parse,8,c++,replace,true,true
err_storage_class_for_static_member,5084,Sema,1,c++,replace,true,true
err_storageclass_invalid_for_member,5086,Sema,1,c++,append,true,true
err_string_concat_mixed_suffix,1186,Lex,2,c++,insert,true,true
err_struct_too_large,,AST,1,c++,append,true,false
err_subscript_function_type,5089,Sema,1,c++,append,true,true
err_switch_explicit_conversion,5106,Sema,1,c++,append,true,true
err_switch_into_protected_scope,5108,Sema,1,c++,replace,true,true
err_switch_multiple_conversions,5109,Sema,4,c++,replace,true,true
err_systemz_invalid_tabort_code,,Sema,4,c++,append,true,false
err_tag_definition_of_typedef,5126,Sema,2,c++,append;insert,true,true
err_tag_index_out_of_range,,Sema,3,c++,append,true,false
err_tag_reference_non_tag,5129,Sema,2,c++,append;replace,true,true
err_tagless_friend_type_template,5130,Sema,1,c++,insert,true,true
err_target_clone_doesnt_match,5131,Sema,1,c,append,true,true
err_target_clone_must_have_default,5132,Sema,1,c++,insert,true,true
err_target_unsupported_type,,Sema,6,c++,append,true,false
err_temp_copy_deleted,,Sema,2,c++,append,true,false
err_temp_copy_no_viable,,Sema,4,c++,append,true,false
err_template_arg_list_constraints_not_satisfied,5143,Sema,1,c++,append,true,true
err_template_arg_list_different_arity,5144,Sema,1,c++,replace,true,true
err_template_arg_must_be_expr,5146,Sema,1,c++,replace,true,true
err_template_arg_must_be_template,5147,Sema,2,c++,insert,true,true
err_template_arg_must_be_type,5148,Sema,2,c++,append;replace,true,true
err_template_arg_must_be_type_suggest,5149,Sema,8,c++,insert,true,true
err_template_arg_nontype_ambig,5151,Sema,1,c++,append,true,true
err_template_arg_not_address_constant,,Sema,4,c++,append,true,false
err_template_arg_not_address_of,,Sema,6,c++,append,true,false
err_template_arg_not_convertible,,Sema,5,c++,append,true,false
err_template_arg_not_decl_ref,5155,Sema,4,c++,append,true,true
err_template_arg_not_ice,,Sema,5,c++,append,true,false
err_template_arg_not_valid_template,,Sema,3,c++,append,true,false
err_template_arg_object_no_linkage,,Sema,7,c++,append,true,false
err_template_arg_untyped_null_constant,5167,Sema,5,c++,append,true,true
err_template_defn_explicit_instantiation,1899,Parse,1,c++,replace,true,true
err_template_different_requires_clause,5169,Sema,1,c++,append,true,true
err_template_different_type_constraint,5170,Sema,1,c++,append,true,true
err_template_inside_local_class,5173,Sema,20,c++,replace,true,true
err_template_instantiate_undefined,5174,Sema,3,c++,append;replace,true,true
err_template_instantiate_within_definition,,Sema,1,c++,append,true,false
err_template_kw_missing,5177,Sema,1,c++,insert,true,true
err_template_kw_refers_to_dependent_non_template,5178,Sema,1,c++,insert,true,true
err_template_kw_refers_to_non_template,5179,Sema,1,c++,replace,true,true
err_template_kw_refers_to_type_template,,Sema,3,c++,append,true,false
err_template_linkage,5181,Sema,8,c++,insert,true,true
err_template_member,5182,Sema,1,c++,replace,true,true
err_template_missing_args,5184,Sema,3,c++,append;insert;replace,true,true
err_template_nontype_parm_bad_structural_type,5185,Sema,28,c++,insert;replace,true,true
err_template_nontype_parm_bad_type,5186,Sema,5,c++,replace,true,true
err_template_nontype_parm_different_type,5187,Sema,4,c++,replace,true,true
err_template_nontype_parm_incomplete,5188,Sema,4,c++,replace,true,true
err_template_nontype_parm_rvalue_ref,5191,Sema,5,c++,insert;replace,true,true
err_template_outside_namespace_or_class_scope,5192,Sema,1,c++,replace,true,true
err_template_param_default_arg_missing,5194,Sema,1,c++,insert,true,true
err_template_param_default_arg_redefinition,5195,Sema,1,c++,insert,true,true
err_template_param_different_kind,5196,Sema,1,c++,insert,true,true
err_template_param_list_different_arity,5197,Sema,1,c++,replace,true,true
err_template_param_list_matches_nontemplate,5198,Sema,2,c++,insert,true,true
err_template_param_pack_default_arg,5199,Sema,5,c++,insert;replace,true,true
err_template_param_pack_must_be_last_template_parameter,5200,Sema,7,c++,insert,true,true
err_template_param_shadow,5201,Sema,6,c++,insert;replace,true,true
err_template_parameter_default_friend_template,5202,Sema,8,c++,insert,true,true
err_template_parameter_default_template_member,5203,Sema,1,c++,replace,true,true
err_template_parameter_pack_non_pack,,Sema,1,c++,append,true,false
err_template_qualified_declarator_no_match,5205,Sema,1,c++,replace,true,true
err_template_recursion_depth_exceeded,5206,Sema,8,c++,insert,true,true
err_template_spec_decl_friend,5207,Sema,4,c++,replace,true,true
err_template_spec_extra_headers,5210,Sema,1,c++,insert,true,true
err_template_spec_friend,5211,Sema,1,c++,insert,true,true
err_template_spec_needs_header,5212,Sema,1,c++,insert,true,true
err_template_spec_redecl_out_of_scope,5215,Sema,1,c++,append,true,true
err_template_spec_syntax_non_template,,Parse,1,c++,replace,true,false
err_template_tag_noparams,5217,Sema,1,c++,replace,true,true
err_template_template_parm_no_parms,5219,Sema,1,c++,replace,true,true
err_template_typedef,5220,Sema,1,c++,replace,true,true
err_template_unnamed_class,5221,Sema,5,c++,replace,true,true
err_template_variable_noparams,5222,Sema,3,c++,append;insert;replace,true,true
err_templated_invalid_declaration,1901,Parse,16,c++,insert;replace,true,true
err_templated_using_directive_declaration,1902,Parse,1,c++,insert,true,true
err_tentative_def_incomplete_type,5223,Sema,5,c;c++,append,true,true
err_this_captured_by_reference,1903,Parse,12,c++,insert;replace,true,true
err_thread_dynamic_init,5226,Sema,1,c++,append,true,true
err_thread_non_global,5227,Sema,1,c,append,true,true
err_thread_nontrivial_dtor,5229,Sema,4,c++,insert,true,true
err_tls_var_aligned_over_maximum,,Sema,4,c++,append,true,false
err_too_few_args_in_macro_invoc,1187,Lex,2,c++,insert;replace,true,true
err_too_many_args_in_macro_invoc,1188,Lex,2,c;c++,replace,true,true
err_trailing_return_in_parens,5240,Sema,1,c++,append,true,true
err_trailing_return_without_auto,5241,Sema,5,c++,insert,true,true
err_two_right_angle_brackets_need_space,,Parse,3,c++,append,true,false
err_type_aware_allocator_missing_matching_operator,,Sema,2,c++,append,true,false
err_type_aware_destroying_operator_delete,,Sema,1,c++,append,true,false
err_type_constraint_missing_arguments,5246,Sema,1,c++,append,true,true
err_type_defined_in_alias_template,5248,Sema,1,c++,replace,true,true
err_type_defined_in_condition,5249,Sema,1,c++,replace,true,true
err_type_defined_in_param_type,5252,Sema,1,c++,replace,true,true
err_type_defined_in_result_type,5253,Sema,1,c++,insert,true,true
err_type_mismatch_continuation_class,,Sema,4,c++,append,true,false
err_type_safety_unknown_flag,1905,Parse,1,c,insert,true,true
err_type_unparsed,,Parse,4,c++,append,true,false
err_type_unsupported,,Sema,2,c++,append,true,false
err_typecheck_address_of,5260,Sema,1,c++,replace,true,true
err_typecheck_addrof_dtor,5261,Sema,8,c++,replace,true,true
err_typecheck_ambiguous_condition,5263,Sema,4,c++,replace,true,true
err_typecheck_arithmetic_incomplete_or_sizeless_type,5267,Sema,8,c++,replace,true,true
err_typecheck_array_not_modifiable_lvalue,5269,Sema,613,c++,insert;replace,true,true
err_typecheck_assign_const,5270,Sema,145,c++,insert;replace,true,true
err_typecheck_bool_condition,5271,Sema,5,c++,append;replace,true,true
err_typecheck_call_different_arg_types,5272,Sema,1,c++,append,true,true
err_typecheck_call_invalid_ordered_compare,5273,Sema,1,c++,append,true,true
err_typecheck_call_invalid_unary_fp,5274,Sema,1,c++,replace,true,true
err_typecheck_call_not_function,5275,Sema,110,c;c++,insert;replace,true,true
err_typecheck_call_requires_real_fp,5276,Sema,12,c++,replace,true,true
err_typecheck_call_too_few_args,5277,Sema,6,c;c++,append;delete;insert,true,true
err_typecheck_call_too_few_args_at_least,,Sema,6,c++,append,true,false
err_typecheck_call_too_few_args_one,5281,Sema,6,c++,delete;replace,true,true
err_typecheck_call_too_few_args_suggest,,Sema,1,c++,append,true,false
err_typecheck_call_too_many_args,5283,Sema,51,c++,append;insert;replace,true,true
err_typecheck_call_too_many_args_at_most,5284,Sema,1,c++,replace,true,true
err_typecheck_call_too_many_args_at_most_one,5285,Sema,1,c++,append,true,true
err_typecheck_call_too_many_args_one,5287,Sema,2,c,insert,true,true
err_typecheck_call_too_many_args_suggest,,Sema,13,c++,append;insert,true,true
err_typecheck_cast_to_incomplete,5289,Sema,1,c,append,true,true
err_typecheck_cast_to_union_no_type,5290,Sema,1,c,replace,true,true
err_typecheck_choose_expr_requires_constant,5291,Sema,8,c++,replace,true,true
err_typecheck_comparison_of_distinct_pointers,5293,Sema,1,c++,append,true,true
err_typecheck_comparison_of_pointer_integer,5295,Sema,1,c++,append,true,true
err_typecheck_cond_expect_nonfloat,,Sema,2,c++,append,true,false
err_typecheck_cond_expect_scalar,5298,Sema,1,c,replace,true,true
err_typecheck_cond_incompatible_operands,5299,Sema,1,c,insert,true,true
err_typecheck_cond_incompatible_operands_null,5300,Sema,1,c++,append,true,true
err_typecheck_convert_incompatible,5303,Sema,3,c;c++,delete;replace,true,true
err_typecheck_convert_incompatible_block_pointer,,Sema,4,c++,append,true,false
err_typecheck_convert_incompatible_function_pointer,5305,Sema,1,c++,append,true,true
err_typecheck_convert_incompatible_pointer,5306,Sema,1,c++,replace,true,true
err_typecheck_convert_int_pointer,5308,Sema,1,c++,append,true,true
err_typecheck_convert_pointer_int,5309,Sema,1,c++,append,true,true
err_typecheck_converted_constant_expression,5311,Sema,1,c++,replace,true,true
err_typecheck_converted_constant_expression_disallowed,5312,Sema,2,c++,append;replace,true,true
err_typecheck_converted_constant_expression_indirect,5313,Sema,1,c++,append,true,true
err_typecheck_decl_incomplete_type,5314,Sema,5,c++,append;insert;replace,true,true
err_typecheck_deleted_function,5315,Sema,1,c++,append,true,true
err_typecheck_expect_scalar_operand,,Sema,4,c++,append,true,false
err_typecheck_expression_not_modifiable_lvalue,5325,Sema,1,c++,replace,true,true
err_typecheck_field_variable_size,5326,Sema,1,c++,replace,true,true
err_typecheck_illegal_increment_decrement,5327,Sema,5,c++,insert;replace,true,true
err_typecheck_incomplete_array_needs_initializer,5332,Sema,11,c;c++,append;insert;replace,true,true
err_typecheck_incomplete_tag,5333,Sema,3,c;c++,append,true,true
err_typecheck_incomplete_type_not_modifiable_lvalue,,Sema,2,c++,append,true,false
err_typecheck_indirection_requires_pointer,5335,Sema,513,c++,delete;insert;replace,true,true
err_typecheck_indirection_through_void_pointer_cpp,5336,Sema,760,c++,insert;replace,true,true
err_typecheck_invalid_lvalue_addrof,5337,Sema,552,c++,append;insert;replace,true,true
err_typecheck_invalid_operands,5339,Sema,53,c++,insert;replace,true,true
err_typecheck_invalid_restrict_invalid_pointee,5340,Sema,4,c++,replace,true,true
err_typecheck_invalid_restrict_not_pointer,5341,Sema,5,c;c++,insert;replace,true,true
err_typecheck_logical_vector_expr_gnu_cpp_restrict,,Sema,3,c++,append,true,false
err_typecheck_lvalue_casts_not_supported,5345,Sema,60,c++,insert;replace,true,true
err_typecheck_member_reference_arrow,5346,Sema,115,c;c++,insert;replace,true,true
err_typecheck_member_reference_struct_union,5349,Sema,105,c++,insert;replace,true,true
err_typecheck_member_reference_suggestion,5350,Sema,9,c;c++,insert;replace,true,true
err_typecheck_member_reference_type,5351,Sema,2,c++,append;insert,true,true
err_typecheck_missing_return_type_incompatible,5353,Sema,12,c++,insert;replace,true,true
err_typecheck_negative_array_size,,Sema,6,c++,insert,true,true
err_typecheck_non_object_not_modifiable_lvalue,,Sema,7,c++,append,true,false
err_typecheck_nonviable_condition,5356,Sema,5,c++,append;replace,true,true
err_typecheck_nonviable_condition_incomplete,,Sema,1,c++,append,true,false
err_typecheck_ordered_comparison_of_function_pointers,,Sema,1,c++,append,true,false
err_typecheck_ordered_comparison_of_pointer_and_zero,5360,Sema,7,c++,replace,true,true
err_typecheck_pointer_arith_function_type,5361,Sema,529,c++,insert;replace,true,true
err_typecheck_pointer_arith_void_type,5362,Sema,782,c++,insert;replace,true,true
err_typecheck_sclass_fscope,5363,Sema,2,c;c++,insert;replace,true,true
err_typecheck_sclass_func,5364,Sema,8,c++,insert,true,true
err_typecheck_statement_requires_integer,5365,Sema,2,c;c++,replace,true,true
err_typecheck_sub_ptr_compatible,5367,Sema,8,c++,replace,true,true
err_typecheck_subscript_not_integer,5368,Sema,78,c++,insert;replace,true,true
err_typecheck_subscript_value,5369,Sema,132,c++,append;insert;replace,true,true
err_typecheck_unary_expr,5373,Sema,1,c++,replace,true,true
err_typecheck_vector_lengths_not_equal,,Sema,5,c++,append,true,false
err_typecheck_vector_not_convertable,,Sema,3,c++,append,true,false
err_typecheck_zero_array_size,,Sema,2,c++,append,true,false
err_typename_identifiers_only,1908,Parse,1,c++,insert,true,true
err_typename_invalid_constexpr,,Parse,1,c++,replace,true,false
err_typename_invalid_functionspec,1910,Parse,1,c,insert,true,true
err_typename_invalid_storageclass,1911,Parse,1,c,insert,true,true
err_typename_nested_not_found,5385,Sema,4,c++,replace,true,true
err_typename_nested_not_found_enable_if,5386,Sema,1,c++,insert,true,true
err_typename_nested_not_type,5388,Sema,5,c++,append;insert,true,true
err_typename_refers_to_non_type_template,1912,Parse,2,c++,insert;replace,true,true
err_typename_requires_specqual,1913,Parse,3,c,append;delete;replace,true,true
err_ucn_control_character,1189,Lex,2,c++,insert;replace,true,true
err_ucn_escape_basic_scs,,Lex,2,c++,append,true,false
err_ucn_escape_incomplete,1191,Lex,3,c++,insert,true,true
err_ucn_escape_invalid,1192,Lex,2,c++,insert,true,true
err_unavailable,5391,Sema,8,c++,insert,true,true
err_unavailable_message,5393,Sema,8,c++,replace,true,true
err_uncasted_call_of_unknown_any,,Sema,2,c++,append,true,false
err_undeclared_destructor_name,5398,Sema,4,c++,replace,true,true
err_undeclared_label_use,5399,Sema,5,c++,insert;replace,true,true
err_undeclared_use,,Sema,3,c++,insert,true,true
err_undeclared_var_use,5405,Sema,14,c;c++,append;insert;replace,true,true
err_undeclared_var_use_suggest,5406,Sema,2,c++,append;insert,true,true
err_unevaluated_string_invalid_escape_sequence,1195,Lex,1,c++,append,true,true
err_unexpanded_parameter_pack,5414,Sema,6,c++,insert;replace,true,true
err_unexpected_at,,Parse,5,c++,append;insert,true,false
err_unexpected_colon_in_nested_name_spec,1915,Parse,1,c++,insert,true,true
err_unexpected_friend,5415,Sema,1,c++,replace,true,true
err_unexpected_namespace_attributes_alias,1917,Parse,4,c++,insert,true,true
err_unexpected_nested_namespace_attribute,1918,Parse,1,c++,replace,true,true
err_unexpected_qualified_namespace_alias,1920,Parse,8,c++,replace,true,true
