diag_name,component,message_template,covered_only_by_opportunistic_record
err_template_arg_reference_var,Sema,non-type template argument of reference type %0 is not an object,false
err_template_arg_thread_local,Sema,non-type template argument refers to thread-local object,false
err_template_arg_wrongtype_null_constant,Sema,null non-type template argument of type %0 does not match template parameter of type %1,false
err_template_expansion_into_fixed_list,Sema,pack expansion used as argument for non-pack parameter of %select{alias template|concept}0,false
err_template_id_not_a_type,Sema,template name refers to non-type template %0,false
err_template_instantiate_within_definition,Sema,%select{implicit|explicit}0 instantiation of template %1 within its own definition,false
err_template_kw_missing,Sema,missing 'template' keyword prior to dependent template name %0,true
err_template_member_noparams,Sema,extraneous 'template<>' in declaration of member %0,false
err_template_nontype_parm_not_structural,Sema,type %0 of non-type template parameter is not a structural type,false
err_template_outside_namespace_or_class_scope,Sema,templates can only be declared in namespace or class scope,true
err_template_param_default_arg_inconsistent_redefinition,Sema,template parameter default argument is inconsistent with previous definition,false
err_template_parameter_pack_non_pack,Sema,%select{template type|non-type template|template template}0 parameter%select{| pack}1 conflicts with previous %select{template type|non-type template|template template}0 parameter%select{ pack|}1,false
err_template_spec_decl_function_scope,Sema,explicit specialization of %0 in function scope,false
err_template_spec_default_arg,Sema,default argument not permitted on an explicit %select{instantiation|specialization}0 of function %1,false
err_template_spec_needs_template_parameters,Sema,template specialization or definition requires a template parameter list corresponding to the nested type %0,false
err_template_spec_redecl_global_scope,Sema,%select{class template|class template partial|variable template|variable template partial|function template|member function|static data member|member class|member enumeration}0 specialization of %1 must occur at global scope,false
err_template_spec_syntax_non_template,Parse,identifier followed by '<' indicates a class template specialization but %0 %select{does not refer to a template|refers to a function template|<unused>|refers to a variable template|<unused>|<unused>|refers to a concept}1,false
err_template_spec_unknown_kind,Sema,"can only provide an explicit specialization for a class template, function template, variable template, or a member function, static data member, %select{or member class|member class, or member enumeration}0 of a class template",false
err_template_template_parameter_not_at_least_as_constrained,Sema,template template argument %0 is more constrained than template template parameter %1,false
err_this_static_member_func,Sema,'this' cannot be%select{| implicitly}0 used in a static member function declaration,false
err_thread_thread_different_kind,Sema,thread-local declaration of %0 with %select{static|dynamic}1 initialization follows declaration with %select{dynamic|static}1 initialization,false
err_throw_abstract_type,Sema,cannot throw an object of abstract type %0,false
err_throw_object_throwing_dtor,Sema,cannot throw object of type %0 with a potentially-throwing destructor,false
err_tls_var_aligned_over_maximum,Sema,alignment (%0) of thread-local variable %1 is greater than the maximum supported alignment (%2) for a thread-local variable on this target,false
err_too_large_for_fixed_point,Common,this value is too large for this fixed point type,false
err_two_right_angle_brackets_need_space,Parse,a space is required between consecutive right angle brackets (use '> >'),false
err_type_attribute_wrong_type,Sema,'%0' only applies to %select{function|pointer|Objective-C object or block pointer}1 types; type here is %2,false
err_type_aware_allocator_missing_matching_operator,Sema,declaration of type aware %0 in %1 must have matching type aware %2,false
err_type_defined_in_enum,Sema,%0 cannot be defined in an enumeration,false
err_type_pack_element_out_of_bounds,Sema,a parameter pack may not be accessed at an out of bounds index,false
err_type_unparsed,Parse,unparsed tokens following type,false
err_typecheck_addrof_temporary,Sema,taking the address of a temporary object of type %0,false
err_typecheck_call_too_few_args_at_least,Sema,"too few %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at least %1, have %2",false
err_typecheck_call_too_few_args_at_least_one,Sema,"too few %select{|||execution configuration }0%select{|non-object }2arguments to %select{function|block|method|kernel function}0 call, at least argument %1 must be specified",false
err_typecheck_call_too_few_args_at_least_suggest,Sema,"too few %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at least %1, have %2; did you mean %4?",false
err_typecheck_call_too_few_args_suggest,Sema,"too few %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected %1, have %2; did you mean %4?",false
err_typecheck_call_too_many_args_at_most,Sema,"too many %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at most %1, have %2",true
err_typecheck_call_too_many_args_at_most_suggest,Sema,"too many %select{|||execution configuration }0%select{|non-object }3arguments to %select{function|block|method|kernel function}0 call, expected at most %1, have %2; did you mean %4?",false
err_typecheck_cond_expect_int_float,Sema,used type %0 where integer or floating point type is required,false
err_typecheck_cond_expect_nonfloat,Sema,used type %0 where floating point type is not allowed,false
err_typecheck_convert_discards_qualifiers,Sema,"%select{%diff{assigning to $ from $|assigning to different types}0,1|%diff{passing $ to parameter of type $|passing to parameter of different type}0,1|%diff{returning $ from a function with result type $|returning from function with different return type}0,1|%diff{converting $ to type $|converting between types}0,1|%diff{initializing $ with an expression of type $|initializing with expression of different type}0,1|%diff{sending $ to parameter of type $|sending to parameter of different type}0,1|%diff{casting $ to type $|casting between types}0,1}2 discards qualifiers",false
err_typecheck_expect_any_scalar_or_vector,Sema,invalid operand of type %0%select{| where a scalar or vector is required}1,false
err_typecheck_expect_function_pointer,Sema,used type %0 where function pointer is required,false
err_typecheck_expect_int,Sema,used type %0 where integer is required,false
err_typecheck_expect_scalar_or_vector,Sema,invalid operand of type %0 where %1 or a vector of such type is required,false
err_typecheck_expect_scalar_or_vector_or_matrix,Sema,invalid operand of type %0 where %1 or a vector or matrix of such type is required,false
err_typecheck_invalid_lvalue_addrof_addrof_function,Sema,extra '&' taking address of overloaded function,false
err_typecheck_invalid_restrict_not_pointer_noarg,Sema,restrict requires a pointer or reference,false
err_typecheck_logical_vector_expr_gnu_cpp_restrict,Sema,logical expression with vector %select{type %1 and non-vector type %2|types %1 and %2}0 is only supported in C++,false
err_typecheck_member_reference_unknown,Sema,cannot refer to member %0 in %1 with '%select{.|->}2',false
err_typecheck_non_object_not_modifiable_lvalue,Sema,non-object type %0 is not assignable,false
err_typecheck_statement_requires_integer,Sema,statement requires expression of integer type (%0 invalid),true
err_typecheck_statement_requires_scalar,Sema,statement requires expression of scalar type (%0 invalid),false
err_typecheck_vector_lengths_not_equal,Sema,vector operands do not have the same number of elements (%0 and %1),false
err_typecheck_vector_not_convertable,Sema,cannot convert between vector values of different size (%0 and %1),false
err_typecheck_zero_array_size,Sema,zero-length arrays are not permitted in %select{C++|SYCL device code|HIP device code}0,false
err_typedef_changes_linkage,Sema,unsupported: anonymous type given name for linkage purposes by %select{typedef|alias}0 declaration after its linkage was computed; add a tag name here to establish linkage prior to definition,false
err_typedef_not_bitfield,Sema,typedef member %0 cannot be a bit-field,false
err_typedef_not_identifier,Sema,typedef name must be an identifier,false
err_typename_missing,Sema,missing 'typename' prior to dependent type name %0,false
err_typename_missing_template,Sema,missing 'typename' prior to dependent type template name %0,false
err_typename_nested_not_found_requirement,Sema,failed requirement '%0'; 'enable_if' cannot be used to disable this declaration,false
err_typename_not_type,Sema,typename specifier refers to non-type %0,false
err_typename_refers_to_using_value_decl,Sema,typename specifier refers to a dependent using declaration for a value %0 in %1,false
err_unable_to_rename_temp,Common,unable to rename temporary '%0' to output file '%1': '%2',false
err_undeclared_use_suggest,Sema,use of undeclared %0; did you mean %1?,false
err_undefined_internal_type,Sema,"%select{function|variable}0 %q1 is used but not defined in this translation unit, and cannot be defined in any other translation unit because its type does not have linkage",false
err_unevaluated_string_prefix,Lex,an unevaluated string literal cannot have an encoding prefix,false
err_unevaluated_string_udl,Lex,an unevaluated string literal cannot be a user-defined literal,false
err_unexpected_friend,Sema,friends can only be classes or functions,true
err_unexpected_module_decl,Parse,module declaration can only appear at the top level,false
err_unexpected_typedef_ident,Parse,unexpected type name %0: expected identifier,false
err_unimplemented_conversion_with_fixed_point_type,Common,conversion between fixed point and %0 is not yet supported,false
err_uninitialized_member_for_assign,Sema,"cannot define the implicit copy assignment operator for %0, because non-static %select{reference|const}1 member %2 cannot use copy assignment operator",false
err_unknown_analyzer_checker_or_package,Common,no analyzer checkers or packages are associated with '%0',false
err_unknown_template_name,Parse,unknown template name %0,false
err_unknown_type_or_class_name_suggest,Sema,unknown %select{type|class}1 name %0; did you mean %2?,false
err_unspecified_vla_size_with_static,Parse,'static' may not be used with an unspecified variable length array size,false
err_unsupported_ast_node,AST,cannot import unsupported AST node %0,false
err_unsupported_bom,Common,"%0 byte order mark detected in '%1', but encoding is not supported",false
err_unsupported_builtin_template_pack_expansion,Sema,expansions of %0 are not supported here. Only expansions in template arguments and class bases are supported,false
err_unsupported_module_partition,Parse,module partitions are only supported for C++20 onwards,false
err_unsupported_placeholder_constraint,Sema,constrained placeholder types other than simple 'auto' on non-type template parameters not supported yet,false
err_unterm_macro_invoc,Lex,unterminated function-like macro invocation,true
err_unterminated___pragma,Lex,missing terminating ')' character,false
err_use_of_default_argument_to_function_declared_later,Sema,use of default argument to function %0 that is declared later in class %1,false
err_use_of_empty_using_if_exists,Sema,reference to unresolved using declaration,false
err_use_of_unaddressable_function,Sema,taking address of non-addressable standard library function,false
err_use_with_wrong_tag,Sema,use of %0 with tag type that does not match previous declaration,true
err_user_defined_msg_constexpr,Sema,%sub{subst_user_defined_msg}0 must be produced by a constant expression,false
err_user_defined_msg_invalid,Sema,%sub{subst_user_defined_msg}0 must be a string literal or an object with 'data()' and 'size()' member functions,true
err_user_defined_msg_invalid_mem_fn_ret_ty,Sema,%sub{subst_user_defined_msg}0 must have a '%select{size|data}1()' member function returning an object convertible to '%select{std::size_t|const char *}1',false
err_user_defined_msg_missing_member_function,Sema,the %select{message|string}0 object in %select{this static assertion|this asm operand}0 is missing %select{a 'size()' member function|a 'data()' member function|'data()' and 'size()' member functions}1,true
err_using_attribute_ns_conflict,Parse,attribute with scope specifier cannot follow default scope specifier,false
err_using_decl_constructor,Sema,using declaration cannot refer to a constructor,false
err_using_decl_friend,Sema,cannot befriend target of using declaration,false
err_using_decl_nested_name_specifier_is_not_class,Sema,"using declaration in class refers into %0, which is not a class",false
err_using_decl_redeclaration_expansion,Sema,using declaration pack expansion at block scope produces multiple values,false
err_using_dependent_value_is_type,Sema,dependent using declaration resolved to type without 'typename',false
err_using_enum_decl_redeclaration,Sema,redeclaration of using-enum declaration,false
err_using_if_exists_on_ctor,Sema,'using_if_exists' attribute cannot be applied to an inheriting constructor,false
err_using_pack_expansion_empty,Sema,%select{|member}0 using declaration %1 instantiates to an empty pack,false
err_using_typename_non_type,Sema,'typename' keyword used on a non-type,false
err_va_start_captured_stmt,Sema,'va_start' cannot be used in a captured statement,false
err_vaopt_paste_at_end,Lex,'##' cannot appear at end of __VA_OPT__ argument,false
err_var_partial_spec_redeclared,Sema,variable template partial specialization %0 cannot be redefined,false
err_var_spec_no_template_but_method,Sema,no variable template matches specialization; did you mean to use %0 as function template instead?,true
err_variable_instantiates_to_function,Sema,%select{variable|static data member}0 instantiated with function type %1,false
err_variably_modified_new_type,Sema,'new' cannot allocate object of variably modified type %0,false
err_variably_modified_typeid,Sema,'typeid' of variably modified type %0,false
err_vecstep_non_scalar_vector_type,Sema,"'vec_step' requires built-in scalar or vector type, %0 invalid",false
err_vector_incorrect_bit_count,Sema,"incorrect number of bits in vector operand (expected %select{|a multiple of}0 %1 bits, have %2)",false
err_vector_incorrect_num_elements,Sema,"%select{too many|too few}0 elements in vector %select{initialization|operand}3 (expected %1 elements, have %2)",false
err_virtual_out_of_class,Sema,'virtual' can only be specified inside the class definition,true
err_vla_in_coroutine_unsupported,Sema,variable length arrays in a coroutine are not supported,false
err_vla_in_sfinae,Sema,variable length array cannot be formed during template argument deduction,false
err_vla_unsupported,Sema,variable length arrays are not supported %select{for the current target|in '%1'}0,false
err_vm_decl_has_extern_linkage,Sema,variably modified type declaration cannot have 'extern' linkage,false
err_vm_decl_in_file_scope,Sema,variably modified type declaration not allowed at file scope,false
ext_cce_narrowing,Sema,"%select{case value|enumerator value|non-type template argument|non-type parameter of template template parameter|array size|explicit specifier argument|noexcept specifier argument|call to 'size()'|call to 'data()'}0 %select{cannot be narrowed from type %2 to %3|evaluates to %2, which cannot be narrowed to type %3}1",true
ext_implicit_lib_function_decl_c99,Sema,call to undeclared library function '%0' with type %1; ISO C99 and later do not support implicit function declarations,false
ext_init_list_constant_narrowing_const_reference,Sema,constant expression evaluates to %0 which cannot be narrowed to type %1,false
ext_init_list_type_narrowing_const_reference,Sema,type %0 cannot be narrowed to %1 in initializer list,false
ext_init_list_variable_narrowing,Sema,non-constant-expression cannot be narrowed from type %0 to %1 in initializer list,false
ext_init_list_variable_narrowing_const_reference,Sema,non-constant-expression cannot be narrowed from type %0 to %1 in initializer list,false
ext_module_import_in_extern_c,Sema,"import of C++ module '%0' appears within extern ""C"" language linkage specification",false
ext_module_import_not_at_top_level_noop,Sema,redundant #include of module '%0' appears within %1,false
ext_partial_spec_not_more_specialized_than_primary,Sema,%select{class|variable}0 template partial specialization is not more specialized than the primary template,false
fatal_too_many_errors,Common,"too many errors emitted, stopping now",false
friend_template_decl_malformed_pack_expansion,Sema,friend declaration expands pack %0 that is declared it its own template parameter list,false
missing_template_arg_list_after_template_kw,Parse,a template argument list is expected after a name prefixed by the template keyword,true
override_keyword_hides_virtual_member_function,Sema,non-virtual member function marked '%0' hides virtual member %select{function|functions}1,true
pp_err_elif_after_else,Lex,%select{#elif|#elifdef|#elifndef}0 after #else,false
pp_err_elif_without_if,Lex,%select{#elif|#elifdef|#elifndef}0 without #if,false
pp_err_else_after_else,Lex,#else after #else,false
pp_include_macros_out_of_predefines,Lex,the #__include_macros directive is only for internal use by -imacros,false
warn_argument_invalid_range,Sema,"argument value %0 is outside the valid range [%1, %2]",false
warn_attr_min_eq_max,Sema,%0 attribute minimum and maximum arguments are equal,false
warn_cannot_pass_non_pod_arg_to_vararg,Sema,cannot pass object of %select{non-POD|non-trivial}0 type %1 through variadic %select{function|block|method|constructor}2; call will abort at runtime,true
warn_conv_mixed_enum_types_cxx26,Sema,"invalid %sub{select_arith_conv_kind}0 different enumeration types%diff{ ($ and $)|}1,2",false
warn_init_priority_reserved,Sema,requested 'init_priority' %0 is reserved for internal use,false
warn_odr_tag_type_with_attributes,AST,type %0 has %select{an attribute|a member with an attribute}1 which currently causes the types to be treated as though they are incompatible,false
warn_os_log_format_narg,Sema,os_log() '%%n' format specifier is not allowed,false
warn_second_parameter_to_va_arg_not_pod,Sema,second argument to 'va_arg' is of non-POD type %0,true
warn_typecheck_vector_element_sizes_not_equal,Sema,vector operands do not have the same elements sizes (%0 and %1),false
warn_use_of_private_header_outside_module,Lex,use of private header from outside its module: '%0',false
warn_user_defined_msg_constexpr,Sema,%select{the message|the expression}0 in %select{this static assertion|this asm operand}0 is not a constant expression,false
